Ticker&Date,EPS,AvgV%,VF%,priceChange,50MA%,float,Title, BandWidth, BoilUpper, close, BoilLower, BoilPercent,divergence,signal,macd,divergence%,rsi,sma60,sma20,sma5,mfi,stochK,stochD,lastTradeDate
A20170526,1.78,0.807666650884,0.00479053461602,0.00472733412122,0.0730256040389,320473000.0,0.0,,,,,,,,,,,,,,,,,
AA20170526,0.19,0.536489319559,0.0138678901194,0.0121691512017,0.0208652961031,173825000.0,1.0,,,,,,,,,,,,,,,,,
AAAP20170526,-0.69,0.954109777962,0.00309218563766,-0.0012836970475,0.0373333333333,26848000.0,0.0,,,,,,,,,,,,,,,,,
AAC20170526,-0.09,1.41401624252,0.0200131920415,0.0336906584992,-0.0816326530612,9248000.0,3.0,,,,,,,,,,,,,,,,,
AAL20170526,4.17,0.861458102217,0.0136413140934,0.0198786356978,0.0804699623143,438325000.0,2.0,,,,,,,,,,,,,,,,,
AAMC20170526,-3.36,1.53164556962,0.0220414572864,-0.0195545898968,0.214833759591,796000.0,0.0,,,,,,,,,,,,,,,,,
AAME20170526,0.05,0.48896353167,0.00017499570668,0.0133333333333,0.0079575596817,5823000.0,2.0,,,,,,,,,,,,,,,,,
AAN20170526,1.97,0.893874057975,0.00995667759774,0.00813692480359,0.0680737217598,62208000.0,0.0,,,,,,,,,,,,,,,,,
AAOI20170526,2.84,1.36631580058,0.214157819304,0.0614516847261,0.310186881642,18141000.0,1.0,,,,,,,,,,,,,,,,,
AAON20170526,0.97,0.554378563967,0.00204589431294,0.0068870523416,0.0113447703376,40724000.0,2.0,,,,,,,,,,,,,,,,,
AAP20170526,5.52,1.86165058985,0.0306412766711,0.0175970873786,-0.064826432455,73441000.0,0.0,,,,,,,,,,,,,,,,,
AAPL20170526,8.52,0.883815406567,0.00431544542932,-0.00253246753247,0.0385369481441,5081199000.0,4.0,,,,,,,,,,,,,,,,,
AAT20170526,0.71,0.57174455644,0.00429261921879,-0.00177215189873,-0.0523912521029,41730000.0,0.0,,,,,,,,,,,,,,,,,
AAU20170526,-0.04,0.877308327148,0.0040144721835,0.013986013986,0.0211267605634,78910000.0,2.0,,,,,,,,,,,,,,,,,
AAV.TO20170529,0.059,0.243959685213,0.000829215322493,0.00057603686636,-0.00412796697626,183260000.0,2.0,1.1193,9.2409,8.68500041962,8.1216,0.50335068312,-0.0235,0.0823,0.0587,-0.00270581449218,49.0898,8.5516,8.6813,8.775,50.1498,40.3615,40.4379,1496087889.0
AAV20170526,0.04,0.427995469989,0.000257775837608,0.00787401574803,-0.00621118012422,183260000.0,0.0,,,,,,,,,,,,,,,,,
AAWW20170526,1.59,0.723940857498,0.00771338920604,-0.00100401606426,-0.0659031167856,24699000.0,1.0,,,,,,,,,,,,,,,,,
AB20170526,2.14,1.1178596184,0.00585816281215,0.0307328605201,-0.00502053856686,87819000.0,3.0,,,,,,,,,,,,,,,,,
ABAX20170526,1.44,0.564326323088,0.00284278662569,0.0133005934111,0.0353334727159,21474000.0,2.0,,,,,,,,,,,,,,,,,
ABB20170526,0.99,0.364003336113,0.000425018182789,0.0048231511254,0.0339123242349,1797029000.0,2.0,,,,,,,,,,,,,,,,,
ABBV20170526,3.86,0.70323300695,0.00256739544623,-0.00120955548836,0.00854961832061,1590330000.0,3.0,,,,,,,,,,,,,,,,,
