Ticker&Date,EPS,AvgV%,VF%,priceChange,50MA%,float,Title, BandWidth, BoilUpper, close, BoilLower, BoilPercent,divergence,signal,macd,divergence%,rsi,sma60,sma20,sma5,mfi,stochK,stochD,lastTradeDate
A20170328,1.56,0.656951680304,0.00407922982741,0.00281478701445,0.0334558112551,321798000.0,0.0,3.3582,54.1716,53.4399986267,50.8134,0.782144787895,-0.0393,0.7679,0.7286,-0.000735404210515,62.7671,50.2623,52.4925,53.214,64.8454,62.6016,59.2785,1490731323.0
AA20170328,-2.19,0.912910165784,0.0232362239146,0.0129230769231,-0.0791608391608,173852000.0,0.0,5.7906,37.7093,32.9199981689,31.9187,0.172917861525,-0.2986,-0.4211,-0.7198,-0.00907047438058,40.2751,34.9487,34.814,32.99,22.67,30.9886,18.8787,1490731210.0
AAAP20170328,-0.67,2.54850291838,0.0123469842657,0.000255102040816,0.0571582636829,22880000.0,0.0,3.5268,39.6279,39.2099990845,36.1011,0.881507055822,0.001,0.9522,0.9532,2.55036986317e-05,67.6214,34.1078,37.8645,38.854,59.2665,83.1839,81.3902,1490731200.0
AAC20170328,-0.03,0.882368299342,0.0134170825771,-0.010752688172,-0.00240963855422,8816000.0,0.0,1.3562,9.2311,8.27999973297,7.8749,0.29870205941,-0.0712,0.052,-0.0192,-0.00859903409374,49.4928,8.1442,8.553,8.098,48.2425,45.4545,42.2078,1490731323.0
AAL20170328,4.81,0.883217918478,0.0136363077235,0.015494636472,-0.0446288405472,453628000.0,17.0,7.996,47.0665,42.5999984741,39.0705,0.441408013272,0.0616,-1.2245,-1.1628,0.00144600944147,45.4156,45.4162,43.0685,41.566,41.4079,59.2657,47.3962,1490731200.0
AAMC20170328,-2.93,4.76969242311,0.0897072310406,0.118518518519,-0.0625,567000.0,0.0,35.1284,87.7792,67.9499969482,52.6508,0.435522168623,-1.0627,-2.151,-3.2137,-0.0156394414677,50.2963,69.0735,70.215,59.92,30.1132,57.7438,36.2027,1490731320.0
AAME20170328,0.11,0.170378619154,0.000138888888889,-0.038961038961,-0.023746701847,5508000.0,0.0,0.4572,4.0111,3.70000004768,3.5539,0.319553910069,-0.0034,0.0003,-0.003,-0.000918918907076,46.3226,3.8347,3.7825,3.79,69.367,14.2857,38.0952,1490731200.0
AAN20170328,1.86,0.592967920802,0.00731604761905,0.0111420612813,0.0185899684321,63000000.0,0.0,3.2428,30.1204,29.0400009155,26.8776,0.666831415914,0.108,-0.0979,0.0101,0.00371900814722,52.7055,29.6347,28.499,28.778,71.5904,53.6424,50.9202,1490731324.0
AAOI20170328,1.76,1.98854074339,0.125136592891,-0.024325224925,0.310067114094,16853000.0,2.0,13.5198,58.4139,58.5600013733,44.8941,1.01080647445,0.2403,4.0289,4.2692,0.00410348351033,69.3795,38.3333,51.654,55.52,65.4167,87.9971,91.3206,1490731200.0
AAON20170328,1.0,1.21069332671,0.0046599548732,-0.00286532951289,-0.00514579759863,40774000.0,2.0,2.67,36.9425,34.7999992371,34.2725,0.197565257326,-0.1489,0.476,0.3271,-0.00427873572599,46.0469,34.3467,35.6075,35.61,61.4432,6.1224,31.2183,1490731200.0
