Ticker&Date,EPS,AvgV%,VF%,priceChange,50MA%,float,Title, BandWidth, BoilUpper, close, BoilLower, BoilPercent,divergence,signal,macd,divergence%,rsi,sma60,sma20,sma5,mfi,stochK,stochD,lastTradeDate
A20170324,1.56,1.00422010943,0.00626259019633,-0.0179463459759,0.03108003108,321798000.0,0.0,3.3544,53.9837,53.0800018311,50.6293,0.730593200291,-0.038,0.794,0.7559,-0.00071590050281,60.0591,50.007,52.3065,53.04,63.2386,56.0606,57.3233,1490385729.0
AA20170324,-2.19,0.93476789795,0.0236463716264,-0.031240702172,-0.0963086316958,173852000.0,0.0,5.0668,37.5464,32.5600013733,32.4796,0.0158682745107,-0.3269,-0.2697,-0.5966,-0.0100399258665,36.9641,34.8308,35.013,33.536,23.7057,4.3094,8.7445,1490385624.0
AAAP20170324,-0.58,1.0982573035,0.00633831247477,-0.013164556962,0.0592391304348,19816000.0,1.0,3.0738,39.2409,38.9799995422,36.1671,0.915121199244,-0.079,0.9438,0.8648,-0.0020266803727,66.782,33.6813,37.704,38.02,61.1478,78.0269,75.1142,1490385600.0
AAC20170324,-0.03,0.883109129105,0.0135897232305,0.031007751938,-0.037394451146,8816000.0,1.0,1.6774,9.3942,7.98000001907,7.7168,0.156909514173,-0.1237,0.0974,-0.0262,-0.0155012530958,42.2504,8.0967,8.5555,8.078,33.6877,25.974,12.9625,1490385720.0
AAL20170324,4.81,0.948401988636,0.0145419352421,0.000959462700887,-0.0670690811536,453628000.0,8.0,8.7574,47.8642,41.7299995422,39.1068,0.299540907374,-0.1537,-1.2101,-1.3638,-0.00368320157407,39.1612,45.5925,43.4855,41.122,41.6243,41.3793,28.3306,1490385600.0
AAMC20170324,-2.93,1.38353658537,0.0240105820106,0.0694444444444,-0.214926590538,567000.0,0.0,34.1184,87.8717,57.75,53.7533,0.117142069968,-2.4474,-1.4388,-3.8862,-0.0423792207792,34.091,68.5977,70.8125,58.13,11.4438,17.7858,8.5353,1490385720.0
AAME20170324,0.11,0.628627536548,0.000523818181818,0.0,0.0290237467018,5500000.0,1.0,0.4812,4.0356,3.75,3.5544,0.406483790524,0.0047,0.0011,0.0058,0.00125333333333,48.4518,3.8368,3.795,3.81,65.3535,28.5714,53.9682,1490385600.0
AAN20170324,1.91,0.439409755898,0.00547025180713,0.00314465408805,0.00419727177335,62945000.0,1.0,3.4702,30.0721,28.7099990845,26.6019,0.60748633637,0.1271,-0.1462,-0.019,0.00442702905096,49.5171,29.7378,28.337,28.734,71.6277,48.3582,47.3632,1490385723.0
AAOI20170324,1.76,2.15936351217,0.126243517475,0.0625724217845,0.27243293247,16853000.0,4.0,10.2836,55.5428,55.0200004578,45.2592,0.949161816656,-0.364,3.9315,3.5675,-0.00661577602638,67.2062,37.1703,50.401,51.544,53.1817,88.2476,67.6111,1490385600.0
AAON20170324,1.0,1.21440556395,0.00465068425958,-0.00684931506849,0.0395755663894,40774000.0,3.0,3.31,37.16,36.25,33.85,0.725075528701,0.021,0.524,0.545,0.000579310344828,57.559,34.2983,35.505,36.16,74.7203,67.9246,62.0355,1490385600.0
AAP20170324,6.2,0.572759749926,0.00842822331134,-0.00696378830084,-0.0490918328464,73046000.0,1.0,8.5898,158.0819,149.729995728,149.4921,0.027695141626,-0.0088,-2.7702,-2.779,-5.87724587665e-05,27.1804,162.1692,153.787,151.088,29.6492,5.8822,9.1553,1490385722.0
AAPL20170324,8.33,0.821674734389,0.0043173263411,-0.0060777385159,0.0278447708836,5185942000.0,4.0,4.7474,141.9607,140.63999939,137.2133,0.721805491353,-0.4028,2.6467,2.2439,-0.00286405006931,64.9627,129.985,139.587,140.856,55.4481,62.4347,68.5796,1490385602.0
AAT20170324,0.85,1.21261753235,0.0071321729338,-0.00309155766944,-0.0217036172695,40848000.0,0.0,3.6906,44.1953,41.9199981689,40.5047,0.383487283625,-0.0168,-0.34,-0.3568,-0.000400763376284,45.4415,42.9368,42.35,41.81,27.4103,51.8671,43.4739,1490385720.0
AAU20170324,-0.03,0.324687689918,0.00126567517768,-0.0260869565217,0.0,75980000.0,4.0,0.2434,1.1812,1.12000000477,0.9378,0.748562057389,0.0146,-0.0115,0.003,0.0130357142302,54.7074,1.0808,1.0595,1.116,58.3304,60.0,68.0,1490385720.0
AAV.TO20170324,-0.09,1.146876343,0.00358118529879,0.0134803921569,0.0122399020808,182570000.0,1.0,0.505,8.2545,8.27000045776,7.7495,1.03069397577,0.0473,-0.0919,-0.0446,0.00571946763988,54.492,8.3353,8.002,8.098,52.282,92.9825,75.2334,1490385600.0
AAV20170324,-0.07,1.25765485714,0.0007534425152,0.0247933884298,0.00649350649351,182570000.0,1.0,0.4264,6.1857,6.19999980927,5.7593,1.03353613805,0.0417,-0.0949,-0.0532,0.00672580665852,54.0489,6.3008,5.9725,6.05,64.2458,95.2381,75.0794,1490385720.0
AAWW20170324,-0.87,0.887043150545,0.0061967019062,-0.00962463907603,-0.0456316082359,24499000.0,2.0,8.0556,58.5078,51.4500007629,50.4522,0.123864238907,-0.4849,-0.1131,-0.598,-0.00942468401962,37.5383,53.158,54.48,51.83,49.1747,15.571,15.5536,1490385600.0
