"Symbol","Name","LastSale","MarketCap","ADR TSO","IPOyear","Sector","Industry","Summary Quote",
"CEO","CNOOC Limited","145.38","1377500505.36","n/a","2001","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/ceo",
"CIE","Cobalt International Energy, Inc.","9.78","4053391758.3","n/a","2009","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/cie",
"CRK","Comstock Resources, Inc.","3.72","177170792.04","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/crk",
"CXO","Concho Resources Inc.","119.35","13498645167.7","n/a","2007","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/cxo",
"COP","ConocoPhillips","63.18","77803748184.24","n/a","n/a","Energy","Integrated oil Companies","http://www.nasdaq.com/symbol/cop",
"CNX","CONSOL Energy Inc.","29.09","6651492468.91","n/a","1999","Energy","Coal Mining","http://www.nasdaq.com/symbol/cnx",
"MCF","Contango Oil & Gas Company","22.75","435795519.25","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/mcf",
"CLR","Continental Resources, Inc.","46.04","17178647698.28","n/a","2007","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/clr",
"CLB","Core Laboratories N.V.","112.3","4865072616.1","n/a","1995","Energy","Oilfield Services/Equipment","http://www.nasdaq.com/symbol/clb",
"CPG","Crescent Point Energy Corporation","23.75","10676112160","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/cpg",
"CRT","Cross Timbers Royalty Trust","19.07","114420000","n/a","1992","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/crt",
"CAPL","CrossAmerica Partners LP","32.96","806223024","n/a","2012","Energy","Oil Refining/Marketing","http://www.nasdaq.com/symbol/capl",
"CCLP","CSI Compressco LP","19.33","640709783.08","n/a","2011","Energy","Oilfield Services/Equipment","http://www.nasdaq.com/symbol/cclp",
"CMI","Cummins Inc.","136.82","24893822030.06","n/a","n/a","Energy","Industrial Machinery/Components","http://www.nasdaq.com/symbol/cmi",
"CVI","CVR Energy Inc.","40.65","3529682182.5","n/a","2007","Energy","Integrated oil Companies","http://www.nasdaq.com/symbol/cvi",
"CVRR","CVR Refining, LP","20.3","2996280000","n/a","2013","Energy","Integrated oil Companies","http://www.nasdaq.com/symbol/cvrr",
"CELP","Cypress Energy Partners, L.P.","12.67","149835420","n/a","2014","Energy","Oilfield Services/Equipment","http://www.nasdaq.com/symbol/celp",
"DAKP","Dakota Plains Holdings, Inc.","1.95","107106142.65","n/a","n/a","Energy","Oil Refining/Marketing","http://www.nasdaq.com/symbol/dakp",
"DEJ","Dejour Energy Inc.","0.128","23347473.792","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/dej",
"DKL","Delek Logistics Partners, L.P.","41.59","1007131170.95","n/a","2012","Energy","Natural Gas Distribution","http://www.nasdaq.com/symbol/dkl",
"DK","Delek US Holdings, Inc.","39.76","2277237857.44","n/a","2006","Energy","Integrated oil Companies","http://www.nasdaq.com/symbol/dk",
"DNR","Denbury Resources Inc.","7.84","2796022351.36","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/dnr",
"DVN","Devon Energy Corporation","62.55","25714305000","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/dvn",
"DO","Diamond Offshore Drilling, Inc.","27.45","3764709827.55","n/a","1995","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/do",
"FANG","Diamondback Energy, Inc.","78.88","4646038547.04","n/a","2012","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/fang",
"DOM","Dominion Resources Black Warrior Trust","6.04","47414000","n/a","1994","Energy","Coal Mining","http://www.nasdaq.com/symbol/dom",
"DMLP","Dorchester Minerals, L.P.","22.5","690197197.5","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/dmlp",
"DRC","Dresser-Rand Group Inc.","80.9","6216019536.9","n/a","2005","Energy","Industrial Machinery/Components","http://www.nasdaq.com/symbol/drc",
"DRQ","Dril-Quip, Inc.","68.34","2649620391","n/a","1997","Energy","Metal Fabrications","http://www.nasdaq.com/symbol/drq",
"EROC","Eagle Rock Energy Partners, L.P.","2.36","356888585.72","n/a","2006","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/eroc",
"ESTE","Earthstone Energy, Inc.","24","332043072","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/este",
"ECT","ECA Marcellus Trust I","3.76","66194800","n/a","2010","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/ect",
"ECR","Eclipse Resources Corporation","5.8","1290680467","n/a","2014","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/ecr",
"EC","Ecopetrol S.A.","15.52","352648776.8","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/ec",
"EOX","Emerald Oil, Inc.","0.7169","77356919.5764","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/eox",
"EMES","Emerge Energy Services LP","49.85","1182390205.85","n/a","2013","Energy","Oilfield Services/Equipment","http://www.nasdaq.com/symbol/emes",
"EMR","Emerson Electric Company","55.54","38056112970.6","n/a","n/a","Energy","Consumer Electronics/Appliances","http://www.nasdaq.com/symbol/emr",
"EEQ","Enbridge Energy Management LLC","35.94","2492207618.28","n/a","2002","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/eeq",
"EEP","Enbridge Energy, L.P.","35.93","9464264818.04","n/a","n/a","Energy","Natural Gas Distribution","http://www.nasdaq.com/symbol/eep",
"ENB","Enbridge Inc","48.23","41098465262.4","n/a","n/a","Energy","Natural Gas Distribution","http://www.nasdaq.com/symbol/enb",
"ECA","Encana Corporation","11.47","9629644969.08","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/eca",
"NDRO","Enduro Royalty Trust","4.24","139920000","n/a","2011","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/ndro",
"EGN","Energen Corporation","67.49","4932314978.4","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/egn",
"EXXI","Energy XXI Ltd.","3.95","372834215.55","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/exxi",
"ENRJ","EnerJex Resources, Inc.","1.5","11464671","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/enrj",
"ERF","Enerplus Corporation","10.71","2202474357.72","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/erf",
"E","ENI S.p.A.","35.09","63761781614.85","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/e",
"ESV","ENSCO plc","21.88","5123694825.12","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/esv",
"ENSV","ENSERVCO Corporation","1.78","66963445.14","n/a","n/a","Energy","Oilfield Services/Equipment","http://www.nasdaq.com/symbol/ensv",
"EOG","EOG Resources, Inc.","92.71","50849034552.68","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/eog",
"EPE","EP Energy Corporation","11.49","2812505413.11","n/a","2014","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/epe",
"EQT","EQT Corporation","84.61","12851557075.44","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/eqt",
"ESCR","Escalera Resources Co.","0.34","4858551.38","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/escr",
"ESCRP","Escalera Resources Co.","6.08","0","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/escrp",
"EVEP","EV Energy Partners, L.P.","13.37","652595034.63","n/a","2006","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/evep",
"EPM","Evolution Petroleum Corporation, Inc.","5.96","195846118.52","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/epm",
"XCO","EXCO Resources NL","1.94","531101023.16","n/a","2006","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/xco",
"XOM","Exxon Mobil Corporation","84.3","353612389423.8","n/a","n/a","Energy","Integrated oil Companies","http://www.nasdaq.com/symbol/xom",
"FPP","FieldPoint Petroleum Corporation","1.02","8298092.7","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/fpp",
"FTI","FMC Technologies, Inc.","37.15","8598166629.95","n/a","n/a","Energy","Metal Fabrications","http://www.nasdaq.com/symbol/fti",
"FES","Forbes Energy Services Ltd","1.1","24085428.4","n/a","n/a","Energy","Oilfield Services/Equipment","http://www.nasdaq.com/symbol/fes",
"FELP","Foresight Energy LP","15.75","2047723146","n/a","2014","Energy","Coal Mining","http://www.nasdaq.com/symbol/felp",
"FET","Forum Energy Technologies, Inc.","19.62","1763555040.36","n/a","2012","Energy","Metal Fabrications","http://www.nasdaq.com/symbol/fet",
"FI","Frank&#39;s International N.V.","18.4","2839689848","n/a","2013","Energy","Oilfield Services/Equipment","http://www.nasdaq.com/symbol/fi",
"FXEN","FX Energy, Inc.","1.32","72429174.84","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/fxen",
"FXENP","FX Energy, Inc.","17.33","13864000","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/fxenp",
"GST","Gastar Exploration Inc.","2.69","215726419.55","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/gst",
"GE","General Electric Company","24.94","251018842530.96","n/a","n/a","Energy","Consumer Electronics/Appliances","http://www.nasdaq.com/symbol/ge",
"GEL","Genesis Energy, L.P.","46.08","4378946365.44","n/a","1996","Energy","Oil Refining/Marketing","http://www.nasdaq.com/symbol/gel",
"GPRK","Geopark Ltd","4","231454460","n/a","2014","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/gprk",
"GLP","Global Partners LP","34.61","1072756435.43","n/a","2005","Energy","Oil Refining/Marketing","http://www.nasdaq.com/symbol/glp",
"GLRI","Glori Energy Inc","1.96","61879859.72","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/glri",
"GDP","Goodrich Petroleum Corporation","3.56","203311286.72","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/gdp",
"GTI","GrafTech International Ltd","3.9","533587528.5","n/a","n/a","Energy","Industrial Machinery/Components","http://www.nasdaq.com/symbol/gti",
"GTE","Gran Tierra Energy Inc.","2.73","753677510.04","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/gte",
"GULTU","Gulf Coast Ultra Deep Royalty Trust","0.75","172629522","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/gultu",
"GLF","GulfMark Offshore, Inc.","13.28","333616162.72","n/a","n/a","Energy","Metal Fabrications","http://www.nasdaq.com/symbol/glf",
"GPOR","Gulfport Energy Corporation","47.22","4046027000.88","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/gpor",
"HK","Halcon Resources Corporation","1.59","685858816.14","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/hk",
"HNRG","Hallador Energy Company","12","347552532","n/a","n/a","Energy","Coal Mining","http://www.nasdaq.com/symbol/hnrg",
"HAL","Halliburton Company","43.96","37351573646.8","n/a","n/a","Energy","Oilfield Services/Equipment","http://www.nasdaq.com/symbol/hal",
"HNR","Harvest Natural Resources Inc","0.4451","19026942.0717","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/hnr",
"HLX","Helix Energy Solutions Group, Inc.","15.21","1610885517.93","n/a","n/a","Energy","Oilfield Services/Equipment","http://www.nasdaq.com/symbol/hlx",
"HP","Helmerich & Payne, Inc.","69.22","7450898529.48","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/hp",
"HERO","Hercules Offshore, Inc.","0.4879","78576935.6127","n/a","2005","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/hero",
"HES","Hess Corporation","69.2","19779779508.8","n/a","n/a","Energy","Integrated oil Companies","http://www.nasdaq.com/symbol/hes",
"HEP","Holly Energy Partners, L.P.","30.63","1796665380.24","n/a","2004","Energy","Natural Gas Distribution","http://www.nasdaq.com/symbol/hep",
"HFC","HollyFrontier Corporation","37.85","7387368791.65","n/a","n/a","Energy","Integrated oil Companies","http://www.nasdaq.com/symbol/hfc",
"HOLI","Hollysys Automation Technologies, Ltd.","20.31","1182113511.51","n/a","n/a","Energy","Industrial Machinery/Components","http://www.nasdaq.com/symbol/holi",
"HUSA","Houston American Energy Corporation","0.204","10642668.78","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/husa",
"HGT","Hugoton Royalty Trust","5.72","228800000","n/a","1999","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/hgt",
"IEP","Icahn Enterprises L.P.","89.74","11047300372.36","n/a","n/a","Energy","Integrated oil Companies","http://www.nasdaq.com/symbol/iep",
"IPWR","Ideal Power Inc.","9.4701","66917024.0037","n/a","2013","Energy","Industrial Machinery/Components","http://www.nasdaq.com/symbol/ipwr",
"IMO","Imperial Oil Limited","40.84","34615943609.24","n/a","n/a","Energy","Integrated oil Companies","http://www.nasdaq.com/symbol/imo",
"ICD","Independence Contract Drilling, Inc.","7.28","179301544.24","n/a","2014","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/icd",
"IOC","InterOil Corporation","46.48","2296799950.48","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/ioc",
"IO","Ion Geophysical Corporation","2.26","371734054.7","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/io",
"ISRL","Isramco, Inc.","128","347864448","n/a","1983","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/isrl",
"JONE","Jones Energy, Inc.","9.18","565773149.16","n/a","2013","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/jone",
"JOY","Joy Global Inc.","39.05","3802478559.55","n/a","n/a","Energy","Industrial Machinery/Components","http://www.nasdaq.com/symbol/joy",
"JPEP","JP Energy Partners LP","11.49","417765185.76","n/a","2014","Energy","Oil Refining/Marketing","http://www.nasdaq.com/symbol/jpep",
"KEG","Key Energy Services, Inc.","1.84","287225957.76","n/a","n/a","Energy","Oilfield Services/Equipment","http://www.nasdaq.com/symbol/keg",
"PHG","Koninklijke Philips N.V.","29.3","26791593861.7","n/a","n/a","Energy","Consumer Electronics/Appliances","http://www.nasdaq.com/symbol/phg",
"KOS","Kosmos Energy Ltd.","8.45","3275110209.15","n/a","2011","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/kos",
"LPI","Laredo Petroleum, Inc.","14.3","3058025770.8","n/a","2011","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/lpi",
"LGCY","Legacy Reserves LP","10.28","711463719.24","n/a","2007","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/lgcy",
"LGCYO","Legacy Reserves LP","19.4099","135869300","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/lgcyo",
"LGCYP","Legacy Reserves LP","19.35","38700000","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/lgcyp",
"LLEX","Lilis Energy, Inc.","0.99","28629290.25","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/llex",
"LNCO","Linn Co, LLC","10.23","1315006900.02","n/a","2012","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/lnco",
"LINE","Linn Energy, LLC","11.51","3862193230.06","n/a","2006","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/line",
"LRE","LRR Energy, L.P.","6.91","224951132.03","n/a","2011","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/lre",
"LEI","Lucas Energy, Inc.","0.1911","6692420.4165","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/lei",
"MIC","Macquarie Infrastructure Company LLC","81.85","6265149645.4","n/a","2004","Energy","Oil Refining/Marketing","http://www.nasdaq.com/symbol/mic",
"MMP","Magellan Midstream Partners L.P.","78.75","17909823408.75","n/a","n/a","Energy","Natural Gas Distribution","http://www.nasdaq.com/symbol/mmp",
"MPET","Magellan Petroleum Corporation","0.291","13299022.137","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/mpet",
"MHR","Magnum Hunter Resources Corporation","2.8","562685317.6","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/mhr",
"MRO","Marathon Oil Corporation","27.07","18270750836.33","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/mro",
"MPC","Marathon Petroleum Corporation","97.08","26501444183.76","n/a","n/a","Energy","Integrated oil Companies","http://www.nasdaq.com/symbol/mpc",
"MARPS","Marine Petroleum Trust","12.11","24220000","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/marps",
"MWE","MarkWest Energy Partners, LP","66.4","13195264171.2","n/a","2002","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/mwe",
"MMLP","Martin Midstream Partners L.P.","36","1276187832","n/a","2002","Energy","Oil Refining/Marketing","http://www.nasdaq.com/symbol/mmlp",
"MTDR","Matador Resources Company","23.13","1774732633.65","n/a","2012","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/mtdr",
"MEMP","Memorial Production Partners LP","16.22","1362806281.52","n/a","2011","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/memp",
"MRD","Memorial Resource Development Corp.","17.54","3363427234.06","n/a","2014","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/mrd",
"MTR","Mesa Royalty Trust","20.52","38240866.8","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/mtr",
"MXC","Mexco Energy Corporation","5.56","11332758.96","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/mxc",
"MGEE","MGE Energy Inc.","44.61","1546555985.7","n/a","n/a","Energy","Electric Utilities: Central","http://www.nasdaq.com/symbol/mgee",
"MCEP","Mid-Con Energy Partners, LP","5.63","166969850.21","n/a","2011","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/mcep",
"MPO","Midstates Petroleum Company, Inc.","0.915","66059460.78","n/a","2012","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/mpo",
"MILL","Miller Energy Resources, Inc.","0.7481","34909505.2263","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/mill",
"MPLX","MPLX LP","73.91","3204613579.02","n/a","2012","Energy","Natural Gas Distribution","http://www.nasdaq.com/symbol/mplx",
