"Symbol","Name","LastSale","MarketCap","ADR TSO","IPOyear","Sector","Industry","Summary Quote",
"ACTG","Acacia Research Corporation","10.6","540052149.6","n/a","n/a","Miscellaneous","Multi-Sector Companies","http://www.nasdaq.com/symbol/actg",
"ACN","Accenture plc.","94.18","61509608030.36","n/a","2001","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/acn",
"AKAM","Akamai Technologies, Inc.","70.84","12668582637.48","n/a","1999","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/akam",
"BABA","Alibaba Group Holding Limited","82.28","204656213034.24","n/a","2014","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/baba",
"ADS","Alliance Data Systems Corporation","293.68","18444650518.88","n/a","2001","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/ads",
"ARTX","Arotech Corporation","3.16","77635989.16","n/a","1994","Miscellaneous","Industrial Machinery/Components","http://www.nasdaq.com/symbol/artx",
"ATHN","athenahealth, Inc.","117.65","4493728693.35","n/a","2007","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/athn",
"AVID","Avid Technology, Inc.","15.55","613697139.7","n/a","1993","Miscellaneous","Industrial Machinery/Components","http://www.nasdaq.com/symbol/avid",
"AXPW","Axion Power International, Inc.","0.035","249806.585","n/a","n/a","Miscellaneous","Industrial Machinery/Components","http://www.nasdaq.com/symbol/axpw",
"AXPWW","Axion Power International, Inc.","0.02","0","n/a","n/a","Miscellaneous","Industrial Machinery/Components","http://www.nasdaq.com/symbol/axpww",
"BTN","Ballantyne Strong, Inc","4.73","66655770.17","n/a","n/a","Miscellaneous","Industrial Machinery/Components","http://www.nasdaq.com/symbol/btn",
"RATE","Bankrate, Inc.","11.23","1172796863.33","n/a","2011","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/rate",
"BRDR","Borderfree, Inc.","6.01","192604639.61","n/a","2014","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/brdr",
"BFAM","Bright Horizons Family Solutions Inc.","52.14","3214491378.12","n/a","2013","Miscellaneous","Other Consumer Services","http://www.nasdaq.com/symbol/bfam",
"BR","Broadridge Financial Solutions, Inc.","55.43","6699450390.94","n/a","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/br",
"BSQR","BSQUARE Corporation","4.66","54845646.32","n/a","1999","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/bsqr",
"CAE","CAE Inc","11.78","3138550783.46","n/a","n/a","Miscellaneous","Industrial Machinery/Components","http://www.nasdaq.com/symbol/cae",
"CAJ","Canon, Inc.","36.08","39393292318.16","n/a","n/a","Miscellaneous","Industrial Machinery/Components","http://www.nasdaq.com/symbol/caj",
"CATM","Cardtronics, Inc.","37.86","1696391316.3","n/a","2007","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/catm",
"CASS","Cass Information Systems, Inc","55.57","638388937.98","n/a","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/cass",
"CBZ","CBIZ, Inc.","9.39","462182701.65","n/a","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/cbz",
