Ticker,neg,neu,pos,compound,Title,url
ESSX,0.058,0.781,0.161,0.9994,Essex Rental: After More Heavy Lifting I'm Still Bullish - Essex Rental Corp. (NASDAQ:ESSX),http://seekingalpha.com/article/3316885-essex-rental-after-more-heavy-lifting-im-still-bullish?source=feed_symbol_essx
ESSX,0.057,0.888,0.054,-0.2904,Casey Capital Scores A Win Against Essex Rental - Essex Rental Corp. (NASDAQ:ESSX),http://seekingalpha.com/article/3279125-casey-capital-scores-a-win-against-essex-rental?source=feed_symbol_essx
ESSX,0.032,0.849,0.119,0.9966,Essex Rental: Another Score For Activism - Essex Rental Corp. (NASDAQ:ESSX),http://seekingalpha.com/article/3239466-essex-rental-another-score-for-activism?source=feed_symbol_essx
ESSX,0.034,0.858,0.108,0.6124,Essex Rental: Company Up For Sale Shares Still On Clearance - Essex Rental Corp. (NASDAQ:ESSX),http://seekingalpha.com/article/3173156-essex-rental-company-up-for-sale-shares-still-on-clearance?source=feed_symbol_essx
ESSX,0.051,0.737,0.212,0.91,Essex Rental: Technical Default Masks Massive Value; Triple-Digit Returns Possible - Essex Rental Corp. (NASDAQ:ESSX),http://seekingalpha.com/article/3011156-essex-rental-technical-default-masks-massive-value-triple-digit-returns-possible?source=feed_symbol_essx
ESSX,0.035,0.831,0.134,0.7783,Essex Rental (ESSX) Q4 2014 Results - Earnings Call Webcast,http://seekingalpha.com/article/2952346-essex-rental-essx-q4-2014-results-earnings-call-webcast?source=feed_symbol_essx
ESSX,0.054,0.819,0.126,0.9978,Essex Rental Will Not Create Much Value For Investors From Cradle To Grave - Essex Rental Corp. (NASDAQ:ESSX),http://seekingalpha.com/article/2560415-essex-rental-will-not-create-much-value-for-investors-from-cradle-to-grave?source=feed_symbol_essx
ABAC,0.051,0.855,0.095,0.9935,Aoxin Tianli: The Curious Case Of A Chinese Hog Company - Aoxin Tianli Group Inc. (NASDAQ:ABAC),http://seekingalpha.com/article/3327715-aoxin-tianli-the-curious-case-of-a-chinese-hog-company?source=feed_symbol_abac
MCOX,0.069,0.799,0.132,0.9973,A Large Private Equity Firm Is Accumulating Shares Of Mecox Lane Smart Investors Do The Same - Mecox Lane Limited (NASDAQ:MCOX),http://seekingalpha.com/article/1798302-a-large-private-equity-firm-is-accumulating-shares-of-mecox-lane-smart-investors-do-the-same?source=feed_symbol_mcox
RMGN,0.069,0.829,0.102,0.9617,RMG Networks: Down 70% Yesterday Has A Strong Potential To Bounce Back - RMG Networks (NASDAQ:RMGN),http://seekingalpha.com/article/2206593-rmg-networks-down-70-percent-yesterday-has-a-strong-potential-to-bounce-back?source=feed_symbol_rmgn
FORD,0.038,0.903,0.059,0.0505,Forward Industries: A Turnaround Story - Forward Industries Inc. (NASDAQ:FORD),http://seekingalpha.com/article/2107783-forward-industries-a-turnaround-story?source=feed_symbol_ford
FORD,0.009,0.856,0.136,0.9966,Why I've Exited My Position in Forward Industries - Forward Industries Inc. (NASDAQ:FORD),http://seekingalpha.com/article/197414-why-ive-exited-my-position-in-forward-industries?source=feed_symbol_ford
FORD,0.023,0.86,0.117,0.9739,Forward Industries: When Management and Shareholder Interests Are Not Aligned - Forward Industries Inc. (NASDAQ:FORD),http://seekingalpha.com/article/182247-forward-industries-when-management-and-shareholder-interests-are-not-aligned?source=feed_symbol_ford
FORD,0.049,0.826,0.125,0.9973,Forward Industries: Cheap and Attractive - Forward Industries Inc. (NASDAQ:FORD),http://seekingalpha.com/article/149777-forward-industries-cheap-and-attractive?source=feed_symbol_ford
NTIP,0.047,0.871,0.083,0.9531,InsiderInsights.com Daily Round Up 6/19/15: BANC NTIP LUB ALXN,http://seekingalpha.com/article/3273155-insiderinsights-com-daily-round-up-6-19-15-banc-ntip-lub-alxn?source=feed_symbol_ntip
NTIP,0.035,0.831,0.134,0.7783,Hound Partners Sells Some Shares of Network 1 Security Solutions Still Owns Substantial Amount - Network-1 Technologies Inc. (NYSEMKT:NTIP),http://seekingalpha.com/article/230820-hound-partners-sells-some-shares-of-network-1-security-solutions-still-owns-substantial-amount?source=feed_symbol_ntip
DLHC,0.026,0.853,0.121,0.9997,DLH Holdings: Time To Buy Again - DLH Holdings Corp (NASDAQ:DLHC),http://seekingalpha.com/article/3049976-dlh-holdings-time-to-buy-again?source=feed_symbol_dlhc
LOCM,0.0,0.854,0.146,0.7579,Local (LOCM) Q4 2014 Results - Earnings Call Webcast,http://seekingalpha.com/article/2957566-local-locm-q4-2014-results-earnings-call-webcast?source=feed_symbol_locm
LOCM,0.012,0.899,0.089,0.9989,Local Corporation - Search Is Local - Local Corporation (NASDAQ:LOCM),http://seekingalpha.com/article/2091093-local-corporation-search-is-local?source=feed_symbol_locm
LOCM,0.0,0.854,0.146,0.7579,Local (LOCM) Q4 2013 Results Results - Earnings Call Webcast,http://seekingalpha.com/article/2018651-local-locm-q4-2013-results-results-earnings-call-webcast?source=feed_symbol_locm
GLRI,0.036,0.83,0.134,0.9994,Glori Energy Responds To Negative Seeking Alpha Article - Glori Energy Inc. (NASDAQ:GLRI),http://seekingalpha.com/article/2464505-glori-energy-responds-to-negative-seeking-alpha-article?source=feed_symbol_glri
GLRI,0.058,0.846,0.096,0.9998,Glori's Pit Of Shareholder Value Destruction -76% Downside - Glori Energy Inc. (NASDAQ:GLRI),http://seekingalpha.com/article/2454295-gloris-pit-of-shareholder-value-destruction-minus-76-percent-downside?source=feed_symbol_glri
ZAZA,0.008,0.786,0.207,0.9996,ZaZa Energy: Strengthen Your Portfolio With This Compelling Value Play - ZaZa Energy Corporation (NASDAQ:ZAZA),http://seekingalpha.com/article/1880111-zaza-energy-strengthen-your-portfolio-with-this-compelling-value-play?source=feed_symbol_zaza
SCON,0.053,0.829,0.118,0.9973,Tesla And Superconductors: Rumors And Realities - Superconductor Technologies Inc. (NASDAQ:SCON),http://seekingalpha.com/article/3305055-tesla-and-superconductors-rumors-and-realities?source=feed_symbol_scon
SCON,0.017,0.899,0.084,0.9836,Superconductor Technologies Inc. (SCON) Pfizer Inc. (PFE) ACADIA Pharmaceuticals Inc. (ACAD): Sabby Capitals Latest Moves in Healthcare Sector,http://us.rd.yahoo.com/finance/external/xinsidermonkey/rss/SIG=15g5m9o2c/*http://www.insidermonkey.com/blog/superconductor-technologies-inc-scon-pfizer-inc-pfe-acadia-pharmaceuticals-inc-acad-sabby-capitals-latest-moves-in-healthcare-sector-341204/
REFR,0.033,0.862,0.105,0.9997,Research Frontiers: Starting To Realize The SPD Potential - Research Frontiers Incorporated (NASDAQ:REFR),http://seekingalpha.com/article/3304625-research-frontiers-starting-to-realize-the-spd-potential?source=feed_symbol_refr
REFR,0.023,0.902,0.075,0.9984,The Future Of Research Frontiers: Interview With CEO Joseph Harary - Research Frontiers Incorporated (NASDAQ:REFR),http://seekingalpha.com/article/1710422-the-future-of-research-frontiers-interview-with-ceo-joseph-harary?source=feed_symbol_refr
REFR,0.027,0.952,0.021,-0.0772,Research Frontiers: SmartGlass Technology Has Major Potential - Research Frontiers Incorporated (NASDAQ:REFR),http://seekingalpha.com/article/1499482-research-frontiers-smartglass-technology-has-major-potential?source=feed_symbol_refr
REFR,0.0,0.91,0.09,0.6808,Research Frontiers (REFR -3.3%) slips after... - Research Frontiers Incorporated (NASDAQ:REFR),http://seekingalpha.com/news/647791?source=feed_symbol_refr
REFR,0.003,0.9,0.096,0.9886,Research Frontiers Incorporated (Nasdaq: REFR) and Architect James Biber to Ring The Nasdaq Stock Market Closing Bell,http://us.rd.yahoo.com/finance/external/noodlsaunz/rss/SIG=12570eqpl/*http://www.noodls.com/view/8CDDB041E98CFE0EA935138E31D91867ADFD19D8
REFR,0.003,0.901,0.096,0.9886,Research Frontiers Incorporated (Nasdaq: REFR) and Architect James Biber to Ring The Nasdaq Stock Market Closing Bell,http://us.rd.yahoo.com/finance/news/rss/story/*http://finance.yahoo.com/news/research-frontiers-incorporated-nasdaq-refr-140000115.html
