Ticker,Name,StockExchange,EPS,PE,ShortR,BookValue,Divdend,MktCap,AvgVol,YearHigh,YearLow,PreviousClose
BSX,Boston Scientific Corporation C,NYQ,-0.19,None,2.10,4.85,None,23.29B,10374500,18.62,11.10,17.37
RDCM,Radcom Ltd.,NCM,0.12,87.93,1.50,1.23,None,90.06M,27105,13.63,4.97,10.64
CJES,C&J Energy Services Ltd. Commo,NYQ,0.47,31.03,2.30,12.54,None,1.68B,1938390,34.93,9.11,14.43
NILE,Blue Nile Inc.,NMS,0.83,36.46,14.00,1.33,None,357.43M,131873,37.50,23.10,30.12
EXPE,Expedia Inc.,NMS,3.43,31.28,4.30,13.05,0.72,13.68B,1585480,115.00,70.91,107.22
ELNK,EarthLink Holdings Corp.,NMS,-0.56,None,4.10,0.59,0.20,752.54M,1012650,7.38,2.95,7.30
HEES,H&E Equipment Services Inc.,NMS,1.52,14.61,3.70,3.75,1.00,779.49M,399377,42.38,17.40,22.20
ZGNX,Zogenix Inc.,NGM,0.05,34.57,12.60,0.22,None,243.85M,2313500,2.39,1.07,1.59
SAIA,Saia Inc.,NMS,2.19,19.02,5.70,15.24,None,1.04B,300841,62.31,37.01,41.63
CAM,Cameron International Corporati,NYQ,3.76,14.09,2.20,21.94,None,10.14B,2722710,74.89,39.52,52.96
SWHC,Smith & Wesson Holding Corporat,NMS,0.95,16.65,15.00,3.15,None,847.86M,792195,17.25,9.03,15.77
JOR.V,JOURDAN RESOURCES INC,VAN,-0.08,None,0.00,0.41,None,464520.00,13255,0.30,0.03,0.06
XOMA,XOMA Corporation,NGM,-0.69,None,8.10,-0.11,None,433.56M,2252010,5.95,2.92,3.68
POWI,Power Integrations Inc.,NMS,1.75,28.20,4.90,14.97,0.48,1.45B,236092,64.54,42.50,49.24
PERY,Perry Ellis International Inc.,NMS,-2.40,None,4.70,21.39,0.00,346.01M,116486,28.19,16.82,23.62
KYTH,Kythera Biopharmaceuticals Inc,NMS,-4.16,None,11.40,6.61,None,1.54B,539617,60.24,29.86,59.75
YUME,YuMe Inc. Common Stock,NYQ,-0.29,None,10.90,3.15,None,167.38M,84377,6.51,4.20,5.00
MXC,Mexco Energy Corporation Common,ASE,-0.03,None,0.90,6.59,None,9.44M,12642,10.78,4.28,4.63
LAKE,Lakeland Industries Inc.,NGM,1.33,9.58,4.50,8.96,None,90.08M,105033,29.55,5.50,12.74
SPLK,Splunk Inc.,NMS,-1.95,None,3.30,6.49,None,8.83B,2096170,74.88,40.71,70.25
CRK,Comstock Resources Inc. Common,NYQ,-2.96,None,6.60,16.64,0.00,164.66M,2327160,29.49,3.23,3.45
TAXI,Medallion Financial Corp.,NMS,1.16,7.51,8.70,11.28,1.00,213.05M,263192,12.82,8.59,8.71
AMDA,Amedica Corporation,NCM,-1.902,None,0.400,0.118,None,12.79M,2556150,4.950,0.204,0.475
CRNT,Ceragon Networks Ltd.,NMS,-0.82,None,5.00,1.21,None,87.17M,215050,2.77,0.88,1.13
CSIQ,Canadian Solar Inc.,NMS,5.00,6.64,1.10,13.40,None,1.83B,2420260,41.12,18.68,33.18
ANIK,Anika Therapeutics Inc.,NMS,1.76,19.24,10.90,12.20,None,505.13M,165125,50.89,31.36,33.89
REXX,Rex Energy Corporation,NMS,-1.46,None,5.60,9.65,None,243.14M,2430050,19.24,2.47,4.60
NBHC,National Bank Holdings Corporat,NYQ,0.22,92.41,8.00,20.73,0.20,739.81M,174105,20.89,17.69,20.33
FRGI,Fiesta Restaurant Group Inc.,NMS,1.41,36.94,4.10,8.01,None,1.38B,363869,69.00,41.47,52.08
PRCP,Perceptron Inc.,NGM,0.01,965.00,3.40,6.40,0.00,90.23M,63684,14.21,8.34,9.65
HART,Harvard Apparatus Regenerative,NCM,-1.32,None,0.00,0.80,None,16.81M,76888,10.82,1.62,1.66
PLPM,Planet Payment Inc.,NCM,0.09,26.74,0.40,0.48,None,128.04M,228705,3.03,1.33,2.38
JACK,Jack In The Box Inc.,NMS,2.51,34.66,1.30,4.36,1.20,3.25B,556500,99.99,55.14,86.96
STXS,Stereotaxis Inc.,NCM,-0.21,None,8.60,-0.71,None,32.30M,78511,3.77,1.32,1.54
ARIA,ARIAD Pharmaceuticals Inc.,NMS,-0.88,None,9.30,0.20,None,1.61B,4777150,9.89,4.90,8.55
KND,Kindred Healthcare Inc. Common,NYQ,-3.59,None,4.40,17.47,0.48,1.80B,842991,25.77,16.94,21.56
TTS,Tile Shop Hldgs Inc.,NMS,0.21,70.53,16.00,1.92,None,745.61M,441138,16.69,6.94,14.53
HABT,The Habit Restaurants Inc.,NGM,0.07,473.29,4.80,4.71,None,475.58M,490645,44.20,29.05,34.55
PDCE,PDC Energy Inc.,NMS,4.72,12.16,5.70,34.52,None,2.26B,1125710,70.44,27.91,57.45
DHT,DHT Holdings Inc.,NYQ,0.45,18.14,2.40,7.49,0.60,751.16M,1338510,9.31,5.20,8.09
DENN,Denny's Corporation,NCM,0.40,27.81,2.60,0.05,None,940.65M,679836,12.10,6.18,11.15
XRM,Xerium Technologies Inc. New C,NYQ,-0.44,None,9.20,-6.60,0.00,276.46M,37912,18.93,12.64,17.73
SD,Sandridge Energy Inc. Common St,NYQ,-1.45,None,4.40,1.88,None,544.10M,13737600,7.43,1.07,1.14
RGEN,Repligen Corporation,NMS,0.21,185.41,8.90,3.41,None,1.27B,460178,42.43,18.23,38.75
CCRN,Cross Country Healthcare Inc.,NMS,-0.94,None,6.10,4.25,None,390.82M,183372,13.51,6.22,12.15
EXP,Eagle Materials Inc Common Stoc,NYQ,3.71,21.51,1.60,20.11,0.40,4.01B,711842,105.69,68.54,79.81
RDC,Rowan Companies plc Class A Ord,NYQ,-0.41,None,1.90,38.52,0.40,2.61B,3226370,32.85,17.23,20.89
VIPS,Vipshop Holdings Limited Americ,NYQ,0.28,88.62,2.50,0.84,None,14.45B,7835450,30.72,16.95,24.99
WEX,WEX Inc. common stock,NYQ,4.82,23.69,8.10,26.76,None,4.41B,268359,119.11,90.75,114.21
AEO,American Eagle Outfitters Inc.,NYQ,0.54,31.22,5.00,5.87,0.50,3.31B,4868760,18.12,10.18,16.92
PODD,Insulet Corporation,NMS,-1.02,None,6.00,1.42,None,1.71B,799986,47.97,24.95,30.10
SRPT,Sarepta Therapeutics Inc.,NMS,-4.13,None,5.70,4.86,None,1.18B,1419000,33.41,11.33,28.54
FRP,FairPoint Communications Inc.,NCM,-5.63,None,18.00,1.04,None,518.73M,93752,20.98,13.05,19.51
COH,Coach Inc. Common Stock,NYQ,1.68,20.83,4.80,9.20,1.35,9.68B,3575580,43.87,32.72,35.05
UFPI,Universal Forest Products Inc.,NMS,3.01,17.60,5.30,34.82,0.80,1.07B,93353,58.09,40.70,52.98
OA,Orbital ATK Inc. Common Stock,NYQ,5.60,13.55,1.40,29.90,1.04,4.51B,528634,140.61,60.23,75.89
FITB,Fifth Third Bancorp,NMS,1.72,12.28,1.90,17.83,0.52,17.12B,7270580,21.81,17.14,21.14
RPR.V,RAPIER GOLD INC,VAN,-0.01,None,0.00,0.10,None,1.03M,12088,0.05,0.01,0.03
FNHC,Federated National Holding Comp,NGM,2.90,8.77,3.00,14.88,0.16,360.68M,111744,37.04,19.70,25.45
EPZM,Epizyme Inc.,NMS,-3.22,None,13.90,5.39,None,815.84M,387975,40.98,15.51,19.80
MW,Men's Wearhouse Inc. (The) Com,NYQ,-0.14,None,12.00,20.27,0.72,3.02B,691178,63.50,39.77,62.41
LOCO,El Pollo Loco Holdings Inc.,NMS,1.20,17.29,2.80,5.81,None,775.34M,1316890,41.70,18.48,20.71
CRZO,Carrizo Oil & Gas Inc.,NMS,4.30,12.16,4.20,25.65,None,2.69B,1046830,70.49,31.70,52.31
XEC,Cimarex Energy Co Common Stock,NYQ,-0.63,None,2.90,46.61,0.64,10.42B,1183900,150.71,91.74,118.89
WVFC,WVS Financial Corp.,NGM,0.63,18.85,0.20,15.65,0.16,24.54M,3084,12.60,10.75,11.97
ADES,Advanced Emissions Solutions I,NCM,-0.46,None,5.60,-0.89,None,293.38M,102647,17.72,11.99,14.50
HT,Hersha Hospitality Trust Class,NYQ,0.27,23.52,8.00,4.04,0.28,1.25B,1584230,7.49,6.15,6.35
CRH.TO,CRH MEDICAL CORPORATION,TOR,0.06,72.46,4.30,0.61,None,285.22M,354825,4.37,0.65,4.13
NOV,National Oilwell Varco Inc. Co,NYQ,5.23,9.24,4.70,48.19,1.84,18.75B,5541530,86.55,46.08,48.35
TREE,Tree.com Inc.,NMS,1.83,35.48,4.00,8.93,0.00,741.86M,156764,65.98,24.61,64.78
OII,Oceaneering International Inc.,NYQ,3.88,12.63,2.60,16.04,1.08,4.84B,1252200,79.05,48.37,49.00
JRJC,China Finance Online Co. Limite,NMS,-0.35,None,3.70,2.87,None,135.57M,792716,11.88,3.51,6.03
TEX,Terex Corporation Common Stock,NYQ,2.56,9.54,2.20,16.63,0.24,2.56B,2025580,42.53,22.01,24.40
HASI,Hannon Armstrong Sustainable In,NYQ,0.34,58.47,3.00,10.09,1.04,619.36M,178905,20.91,13.07,19.88
ZOES,Zoe's Kitchen Inc. Common Stoc,NYQ,0.04,1203.71,15.30,6.35,None,813.74M,461659,42.59,27.09,42.13
ACQ.TO,AUTOCANADA INC,TOR,2.09,18.96,0.00,15.58,None,968.06M,225578,89.98,31.32,39.66
OVAS,OvaScience Inc.,NGM,-2.41,None,9.60,6.26,None,1.01B,947766,55.69,8.15,37.25
GHL,Greenhill & Co. Inc. Common St,NYQ,1.67,23.01,14.30,7.76,1.80,1.12B,259175,51.21,34.36,38.38
MHR,Magnum Hunter Resources Corpora,NYQ,-1.47,None,10.70,0.07,None,260.38M,4337960,8.63,1.21,1.25
RKN.TO,REDKNEE SOLUTIONS INC.,TOR,-0.39,None,0.00,1.09,None,538.87M,293923,5.60,2.83,4.94
AAVL,Avalanche Biotechnologies Inc.,NGM,-2.15,None,5.00,10.98,None,830.48M,339961,62.48,22.00,38.88
EXEL,Exelixis Inc.,NMS,-1.17,None,12.20,-0.75,None,676.29M,3182330,4.55,1.26,3.45
PRO,PROS Holdings Inc. Common Stoc,NYQ,-1.46,None,11.00,2.92,None,623.46M,285578,30.53,15.92,21.12
OIS,Oil States International Inc.,NYQ,2.37,17.73,2.20,24.57,None,2.17B,965028,65.77,38.41,42.05
WDR,Waddell & Reed Financial Inc.,NYQ,3.63,13.46,5.10,9.92,1.72,4.12B,788862,65.57,41.06,48.87
HLF,Herbalife Ltd. Common Stock,NYQ,3.60,14.80,13.00,-3.26,0.00,4.92B,2343150,69.69,27.60,53.21
YRCW,YRC Worldwide Inc.,NMS,-0.62,None,4.00,-15.22,0.00,460.82M,500300,29.21,12.90,14.07
CREE,Cree Inc.,NMS,0.46,65.70,8.50,24.68,None,3.27B,2002050,53.33,27.25,29.96
IMUC,ImmunoCellular Therapeutics Lt,ASE,-0.12,None,0.30,0.36,None,44.22M,692097,1.21,0.43,0.49
NSP,Insperity Inc. Common Stock,NYQ,1.22,41.37,3.40,8.35,0.88,1.29B,161344,55.42,27.01,50.47
HLX,Helix Energy Solutions Group I,NYQ,1.52,9.97,2.20,15.63,None,1.61B,1414620,28.00,13.06,15.19
PLCE,Children's Place Inc. (The),NMS,2.71,24.08,4.60,27.58,0.60,1.35B,329069,69.90,46.85,65.25
ARCI,Appliance Recycling Centers of,NCM,-0.29,None,0.20,2.05,None,11.02M,11066,4.42,1.67,1.90
MDCO,The Medicines Company,NMS,-0.34,None,10.80,15.37,None,1.87B,1103070,32.44,19.92,28.64
CFFI,C&F Financial Corporation,NMS,3.5320,10.2633,1.2000,36.6290,1.2000,123.03M,3938,39.9700,32.4000,36.2501
CTB,Cooper Tire & Rubber Company Co,NYQ,3.41,10.45,2.10,15.24,0.42,2.05B,835808,43.94,27.24,35.67
IPCM,IPC The Hospitalist Company In,NMS,1.99,25.58,5.00,21.74,None,884.65M,130392,53.46,36.12,50.88
IBKR,Interactive Brokers Group Inc.,NMS,0.22,185.95,5.40,12.79,0.40,2.34B,392334,40.02,21.92,39.98
SYNC,Synacor Inc.,NGM,-0.44,None,2.20,1.54,None,51.30M,106855,2.83,1.52,1.85
MBG.V,MALBEX RESOURCES INC.,VAN,-0.01,None,0.00,0.00,0.33,4.40M,406854,0.04,0.00,0.03
CASM,CAS Medical Systems Inc.,NCM,-0.43,None,0.50,-0.13,None,34.84M,59858,2.20,1.09,1.31
BCEI,Bonanza Creek Energy Inc. Comm,NYQ,-0.29,None,5.10,18.66,None,1.04B,1377650,62.94,16.36,20.83
FLT,FleetCor Technologies Inc. Com,NYQ,4.35,37.09,2.30,30.29,None,14.81B,559900,165.67,121.42,161.36
RJET,Republic Airways Holdings Inc.,NMS,1.11,8.83,3.80,12.40,None,500.70M,454453,15.36,9.49,9.84
ETR,Entergy Corporation Common Stoc,NYQ,4.64,15.30,3.90,56.45,3.32,12.74B,1228450,92.02,70.12,70.95
BRKR,Bruker Corporation,NMS,0.32,63.28,4.90,4.25,None,3.41B,890744,24.93,17.26,20.25
CALM,Cal-Maine Foods Inc.,NMS,3.03,18.28,6.10,13.87,1.40,2.69B,848838,60.72,34.03,55.40
AIMC,Altra Industrial Motion Corp.,NMS,1.42,19.76,23.40,9.34,0.60,740.90M,133498,38.08,22.73,28.06
BA,Boeing Company (The) Common Sto,NYQ,7.99,17.81,3.20,11.39,3.64,98.40B,3746050,158.83,116.32,142.29
CXO,Concho Resources Inc. Common St,NYQ,4.02,30.88,4.80,50.82,None,14.75B,1265370,148.61,77.22,124.09
JMI,Javelin Mortgage Investment Cor,NYQ,-2.17,None,3.20,11.10,1.08,88.13M,109578,14.22,7.10,7.35
SAFM,Sanderson Farms Inc.,NMS,13.33,5.84,16.10,43.41,0.88,1.75B,503766,103.90,74.25,77.90
DXCM,DexCom Inc.,NMS,-0.30,None,5.30,1.88,None,5.74B,647297,73.50,34.67,72.37
TRAK,Dealertrack Technologies Inc.,NMS,-0.52,None,17.50,19.45,None,3.45B,411331,62.98,36.43,62.98
TYPE,Monotype Imaging Holdings Inc.,NMS,0.78,31.90,3.40,7.65,0.40,969.95M,154677,34.42,23.81,24.98
DE,Deere & Company Common Stock,NYQ,7.33,12.62,9.50,24.48,2.40,30.87B,2616330,94.88,78.88,92.46
ILMN,Illumina Inc.,NMS,2.89,74.34,3.00,11.27,None,30.99B,1215100,219.09,145.12,215.07
PLCM,Polycom Inc.,NMS,0.47,27.09,8.40,7.57,None,1.73B,1116710,14.22,10.33,12.84
CECO,Career Education Corporation,NMS,-2.15,None,5.00,3.81,None,273.57M,653688,7.10,3.57,4.03
REGN,Regeneron Pharmaceuticals Inc.,NMS,3.12,160.11,5.80,29.07,None,51.02B,855109,544.00,269.50,499.06
TPI,Tianyin Pharmaceutical Co. Inc,ASE,-0.09,None,0.00,3.28,0.00,13.83M,51716,0.78,0.38,0.47
GILD,Gilead Sciences Inc.,NMS,8.77,13.47,3.60,11.64,1.72,173.65B,11222900,119.70,78.83,118.16
CBZ,CBIZ Inc. Common Stock,NYQ,0.62,15.15,42.70,8.69,None,453.04M,234575,9.82,7.78,9.41
SPN.V,SNIPP INTERACTIVE INC,VAN,-0.04,None,0.00,0.10,None,65.46M,349989,0.99,0.15,0.65
ADSK,Autodesk Inc.,NMS,0.31,172.77,1.80,9.77,0.00,12.19B,2318150,65.00,48.38,53.56
AJG,Arthur J. Gallagher & Co. Commo,NYQ,1.71,28.44,1.90,18.87,1.48,8.10B,1006390,49.59,43.36,48.58
DISCA,Discovery Communications Inc.,NMS,1.70,19.21,4.80,8.08,None,21.83B,3891250,44.99,28.72,32.73
KEX,Kirby Corporation Common Stock,NYQ,4.93,15.51,4.60,39.83,0.00,4.27B,521952,124.12,70.89,76.55
RRD,R.R. Donnelley & Sons Company,NMS,0.84,21.84,11.10,2.71,1.04,3.67B,1639040,20.22,14.32,18.28
KBAL,Kimball International Inc.,NMS,0.60,20.72,7.60,3.79,0.20,476.18M,128836,14.60,8.38,12.35
CHDN,Churchill Downs Incorporated,NMS,2.59,48.26,13.50,40.47,1.00,2.16B,63409,129.01,85.65,125.10
ERII,Energy Recovery Inc.,NMS,-0.45,None,33.20,1.21,None,136.84M,234694,6.18,2.49,2.63
KS,KapStone Paper and Packaging Co,NYQ,1.70,15.33,2.70,8.30,0.40,2.51B,773434,35.88,23.55,26.06
ZMH,Zimmer Holdings Inc. Common St,NYQ,3.92,28.49,3.10,38.62,0.88,19.03B,1135280,121.84,94.73,111.67
THLD,Threshold Pharmaceuticals Inc.,NCM,-0.54,None,6.90,-0.28,None,296.04M,666208,5.41,2.58,4.15
CUBI,Customers Bancorp Inc Common S,NYQ,1.75,15.17,9.70,17.07,None,711.91M,121708,28.00,17.10,26.54
CHUY,Chuy's Holdings Inc.,NMS,0.72,37.36,10.00,7.39,None,442.96M,219578,36.71,18.40,26.90
NNBR,NN Inc.,NMS,0.48,58.47,15.60,8.46,0.28,541.63M,151953,30.94,17.49,28.30
QUIK,QuickLogic Corporation,NGM,-0.26,None,24.20,0.58,None,87.13M,257755,5.48,1.47,1.55
PBU-UN.TO,PRECIOUS METALS BULLION TRUST,TOR,None,9.27,0.00,0.00,None,17.16M,1472,13.00,9.73,9.92
CLVS,Clovis Oncology Inc.,NMS,-5.67,None,6.30,7.41,None,2.89B,779425,102.28,35.33,84.91
VSH,Vishay Intertechnology Inc. Co,NYQ,0.80,15.51,16.00,12.02,0.24,1.82B,1189630,16.34,12.16,12.36
ADI,Analog Devices Inc.,NMS,2.12,31.48,2.10,15.83,1.60,20.91B,2468790,68.97,42.57,66.70
JBL,Jabil Circuit Inc. Common Stoc,NYQ,1.45,16.56,2.50,11.59,0.32,4.67B,1668880,24.95,18.03,24.08
BDI.TO,BLACK DIAMOND GROUP LTD,TOR,0.62,28.77,0.00,9.16,None,727.74M,250126,35.30,9.65,17.72
CNAT,Conatus Pharmaceuticals Inc.,NGM,-1.49,None,6.10,1.80,None,88.97M,689483,11.74,5.13,5.70
KITE,Kite Pharma Inc.,NMS,-1.72,None,4.50,8.97,None,2.52B,1319960,89.21,21.00,58.49
RGR,Sturm Ruger & Company Inc. Co,NYQ,1.52,36.35,10.20,10.46,1.28,1.04B,188942,61.89,33.60,55.39
LDRH,LDR Holding Corporation,NMS,-0.41,None,4.50,3.90,None,1.19B,228484,45.36,21.70,44.70
SPR,Spirit Aerosystems Holdings In,NYQ,2.75,19.92,1.30,13.03,None,7.54B,1160310,56.20,32.35,54.79
MTSN,Mattson Technology Inc.,NMS,0.17,21.63,4.40,1.09,None,278.51M,799802,5.10,1.95,3.72
SXC,SunCoke Energy Inc. Common Sto,NYQ,-1.80,None,3.10,6.06,0.30,913.22M,606694,24.57,13.32,14.00
KEL.TO,KELT EXPLORATION LTD,TOR,-0.09,None,0.00,4.83,None,1.43B,683392,15.61,5.79,9.00
OXGN,OXiGENE Inc.,NCM,-0.64,None,1.80,1.34,None,39.02M,548581,2.78,1.31,1.47
BPC.V,BLACK PANTHER MINING CORP.,VAN,-0.005,None,0.000,0.051,None,658900.00,32951,0.080,0.025,0.055
LPI,Laredo Petroleum Inc. Common S,NYQ,1.78,8.14,7.20,10.99,None,3.06B,4152000,31.23,7.00,14.50
LTRPA,Liberty TripAdvisor Holdings I,NMS,-0.46,None,4.50,11.68,None,2.09B,405139,38.39,23.46,27.88
