symbol,EPS,volume,averageDailyV,float,lastClose,open,lastTrade,lastTradeDate,50DayMA
"ALG",3.80,41559,45640,9451000,74.24,74.24,73.61,"11/18/2016",66.48
"CVE.TO",-1.54,757843,1640660,831948000,19.52,19.52,19.63,"11/18/2016",19.67
"IQNT",1.06,367478,451583,31229000,22.93,22.96,23.00,"11/18/2016",18.52
"WLKP",1.52,22529,41745,23629000,20.95,21.00,21.35,"11/18/2016",21.80
"ALEX",-0.47,178655,144832,46032000,43.61,43.37,43.50,"11/18/2016",39.43
"FSLR",4.89,7522578,3510820,71250000,31.16,30.54,29.21,"11/18/2016",37.44
"WNR",1.53,8218855,3341060,83373000,37.55,36.99,36.52,"11/18/2016",28.33
"MGA.TO",-0.016,92250,391206,278382000,0.135,0.130,0.125,"11/18/2016",0.132
"MNST",1.11,2767283,2909010,142331000,41.97,41.74,41.68,"11/18/2016",46.97
"CATM",1.70,237914,386453,41428000,51.56,51.75,51.15,"11/18/2016",49.17
"GK",3.31,139841,221127,16789000,95.85,95.99,95.90,"11/18/2016",95.07
"GLD.V",-0.02,4,18614,5949000,0.16,0.16,0.16,"11/16/2016",0.18
"CGIX",-1.62,175094,128428,12379000,1.65,1.70,1.75,"11/18/2016",1.55
"EXLS",1.77,302176,192186,29837000,46.09,46.16,46.63,"11/18/2016",46.82
"DLR",1.45,1654562,1745440,158820000,87.54,87.95,88.94,"11/18/2016",92.76
"CTRX",1.64,0,2797060,N/A,N/A,N/A,N/A,"7/23/2015",60.99
"XNPT",-1.21,0,1638070,N/A,N/A,N/A,N/A,N/A,6.71
"AMGN",9.99,3764649,3625480,742873000,147.36,147.05,145.23,"11/18/2016",154.80
"ATRO",1.74,73100,115436,23474000,35.06,35.12,35.32,"11/18/2016",36.15
"FUL",2.15,321721,218092,49859000,48.42,48.40,48.24,"11/18/2016",44.69
"NPO",-1.41,98547,118427,18174000,59.19,59.34,59.68,"11/18/2016",56.13
"NYCB",-0.06,4103425,3940470,472668000,15.72,15.70,15.87,"11/18/2016",14.32
"UBNT",2.74,312647,437120,24697000,56.03,56.03,56.09,"11/18/2016",52.59
"SQNM",-0.35,0,2120040,N/A,N/A,N/A,N/A,N/A,2.16
"CRS",-0.08,387399,383411,45786000,35.99,36.13,36.00,"11/18/2016",37.11
"RNN",-0.065,2000593,1111400,193741000,0.190,0.199,0.192,"11/18/2016",0.179
"GABC",2.28,41240,29947,14000000,48.44,48.57,49.91,"11/18/2016",40.46
"IRG.TO",0.21,15600,83957,50807000,3.20,3.17,3.18,"11/18/2016",3.18
"FFBC",1.37,439328,204254,60657000,25.45,25.55,25.70,"11/18/2016",22.13
"PBF",-0.03,2030759,2688130,81144000,26.71,26.69,26.12,"11/18/2016",22.40
"SMRT",0.48,667866,153033,31133000,5.12,5.23,5.14,"11/18/2016",6.14
"BAMM",0.04,0,13228,N/A,N/A,N/A,N/A,"12/9/2015",3.21
"USNA",8.06,40913,79628,4718000,125.05,124.95,125.40,"11/18/2016",135.62
"HLS",2.40,787767,1200010,79990000,40.86,40.96,40.97,"11/18/2016",40.16
"ENLC",-3.66,767824,536095,61701000,17.45,17.50,17.85,"11/18/2016",16.15
"WPG",-0.44,1949575,1945740,184775000,10.30,10.32,10.16,"11/18/2016",11.04
"SSB",4.24,74695,84642,23197000,83.70,83.80,85.20,"11/18/2016",75.34
"STX",1.26,2394385,4680660,291333000,39.23,39.20,39.29,"11/18/2016",35.88
"CP",7.48,557264,729135,146022000,146.22,145.69,145.60,"11/18/2016",147.43
"BXE.TO",-2.31,524088,1103970,202556000,1.04,1.05,1.04,"11/18/2016",1.14
"DSPG",0.15,69848,80149,18127000,12.15,12.15,12.40,"11/18/2016",11.02
"JPM",5.80,19769965,16649500,3559794000,78.02,77.96,77.71,"11/18/2016",70.08
"TX",1.79,394490,368785,48910000,21.89,21.88,21.71,"11/18/2016",22.16
"TYL",1.73,266672,215946,33401000,155.02,155.00,155.53,"11/18/2016",162.67
"NEP",1.17,370786,494966,38899000,25.24,25.34,25.25,"11/18/2016",26.92
"TRNX",-0.57,0,133544,N/A,N/A,N/A,N/A,"10/1/2015",23.11
"ESNT",2.23,905689,590723,78239000,28.25,28.28,28.70,"11/18/2016",27.52
"EH.TO",2.25,33474,26328,N/A,N/A,N/A,N/A,"9/16/2015",16.58
"WY",0.77,6732326,3583750,739403000,30.05,30.05,31.13,"11/18/2016",30.46
"HBK.V",-0.014,73000,130913,114160000,0.045,0.045,0.045,"11/18/2016",0.056
"AFOP",0.52,658059,492814,N/A,18.51,18.51,18.51,"6/6/2016",18.52
"LPNT",2.96,289996,538612,36745000,57.30,57.45,57.25,"11/18/2016",58.70
"AAV.TO",0.03,425267,609244,182292000,9.08,9.15,9.15,"11/18/2016",9.38
"LIQ.TO",-3.62,107280,96844,26792000,10.65,10.56,10.67,"11/18/2016",10.55
"AHPI",-0.29,40575,78973,4453000,1.13,1.15,1.17,"11/18/2016",1.06
"VLE.TO",-0.03,18530,67809,47726000,0.89,0.90,0.90,"11/18/2016",0.93
"HMN",2.04,256958,176605,40094000,39.00,39.05,39.05,"11/18/2016",36.68
"WMT",4.64,11135265,9016640,1454728000,69.19,68.93,68.54,"11/18/2016",69.70
"XENT",-0.92,396292,329018,21444000,11.80,11.85,11.95,"11/18/2016",14.59
"RNST",2.13,246906,160056,40544000,38.95,39.10,39.72,"11/18/2016",34.36
"CCE",1.30,2205340,2021090,N/A,34.07,34.04,33.73,"11/18/2016",37.80
"BSQR",0.22,97153,67588,10560000,5.35,5.35,5.50,"11/18/2016",4.47
"BIIB",17.68,1298399,1464120,217235000,319.30,318.86,317.00,"11/18/2016",300.01
"ASMB",-2.06,17835,36471,9700000,12.82,12.56,13.00,"11/18/2016",11.95
"ESL.TO",1.51,17739,32160,20764000,49.80,49.59,50.39,"10/31/2016",51.20
"NRZ",1.64,2402459,2462760,226805000,14.45,14.50,14.68,"11/18/2016",13.94
"ZFC",-0.28,0,50594,7901000,13.40,N/A,13.40,"10/31/2016",14.28
"IMGN",-1.79,767000,1337230,80568000,2.08,2.08,2.07,"11/18/2016",2.19
"FCH",-0.19,1134805,1233540,119339000,7.13,7.16,7.01,"11/18/2016",6.50
"SWC",0.06,2650187,1832370,107089000,14.93,14.82,14.93,"11/18/2016",13.14
"AEC",2,0,511547,N/A,N/A,N/A,N/A,N/A,29
"FARO",0.98,60495,104626,16323000,35.35,35.50,35.35,"11/18/2016",34.21
"PDFS",0.28,596527,152945,26991000,21.06,21.13,22.35,"11/18/2016",19.14
"WSCI",0.0590,9734,9472,2812000,2.9000,2.9500,2.8358,"11/18/2016",3.3431
"UCTT",-0.48,572472,264195,27774000,9.87,9.93,9.86,"11/18/2016",8.30
"WLK",3.12,964199,1008070,36238000,53.20,53.24,52.83,"11/18/2016",52.74
"QTM",-0.1980,1334043,1027610,214125000,0.9300,0.9300,0.8735,"11/18/2016",0.7911
"ICE",2.44,3369269,2866220,110652000,54.90,54.71,54.82,"11/18/2016",53.99
"HL",-0.04,13992975,11978100,382475000,5.99,5.92,5.94,"11/18/2016",5.87
"SKYW",2.86,478366,355731,50154000,36.20,36.20,35.85,"11/18/2016",30.09
"ENSG",0.86,161798,268082,47118000,21.65,21.76,21.79,"11/18/2016",19.74
"PVTB",2.49,844081,609417,78270000,46.12,46.17,46.24,"11/18/2016",45.48
"XLNX",2.24,1818056,2479650,251569000,53.24,53.20,52.98,"11/18/2016",51.38
"BMS",2.42,537752,695300,92869000,48.82,48.79,49.14,"11/18/2016",49.34
"DVAX",-3.17,2090983,2226260,33890000,4.50,4.50,4.70,"11/18/2016",9.63
"CNMD",0.560,326789,151377,24730000,44.840,45.000,45.645,"11/18/2016",40.838
"PMD",0.82,80377,32895,4713000,24.94,25.00,24.77,"11/18/2016",21.31
"SMPL",1,0,N/A,N/A,17,N/A,17,"2/27/2015",0
"ERA",-0.29,77537,70757,15184000,10.49,10.56,10.54,"11/18/2016",8.54
"SOHO",0.38,37866,40942,10697000,5.42,5.41,5.46,"11/18/2016",5.03
"LPTN",-3.969,6223,257481,2112000,2.710,2.680,2.728,"11/18/2016",2.897
"COO",5.11,349569,617362,48397000,174.40,174.27,172.00,"11/18/2016",177.58
"FLR",1.13,933296,1491900,138673000,51.28,51.40,51.34,"11/18/2016",50.15
"CRTO",1.24,446211,795337,53437000,40.00,40.31,39.75,"11/18/2016",37.10
"EVRY",-6,0,198190,N/A,1,N/A,1,"3/13/2015",1
"MD",3.64,343949,661845,90628000,64.37,64.44,63.88,"11/18/2016",64.23
"AMAG",0.44,1604457,725832,28082000,32.60,32.90,31.25,"11/18/2016",26.42
"FRS",1.94,0,7088,N/A,33.97,N/A,33.97,"8/24/2015",33.73
"ARI",1.42,956532,1027000,66968000,17.09,17.14,17.30,"11/18/2016",16.47
"PRA",2.45,111775,120429,52159000,54.10,54.00,54.55,"11/18/2016",53.22
"FDS",8.19,248127,370340,39051000,162.46,162.77,163.06,"11/18/2016",156.70
"UFI",1.95,210299,72618,15459000,30.01,30.02,30.69,"11/18/2016",29.07
"LKFN",2.00,88995,64841,23732000,43.89,44.11,43.94,"11/18/2016",36.89
"DJCO",-0.17,2884,2841,962000,224.59,235.01,229.80,"11/18/2016",214.67
"SMTC",0.42,339337,426267,64758000,26.90,26.80,27.75,"11/18/2016",25.67
"TEG",3.14,0,346938,N/A,69.66,N/A,69.66,"6/29/2015",71.00
"CNP",-0.41,3979824,3356180,429505000,23.22,23.26,23.34,"11/18/2016",22.68
"ACU",1.60,114,3506,2601000,21.74,21.61,21.61,"11/18/2016",20.88
"XL.V",-0.32,2000,8,4933000,0.07,0.07,0.07,"11/18/2016",0.07
"PBI",1.37,1537449,1707180,186359000,14.89,14.89,14.67,"11/18/2016",16.54
"TSYS",0.05,0,1082780,N/A,N/A,N/A,N/A,"2/23/2016",4.93
"CINF",3.89,795937,563334,157181000,74.02,73.98,74.47,"11/18/2016",72.52
"BWC",0.27,0,828364,N/A,32.80,N/A,32.80,"6/30/2015",33.26
"IVAN",-13,0,224765,N/A,0,N/A,0,"2/27/2015",0
"ALTR",1.11,0,2909700,N/A,N/A,N/A,N/A,"12/24/2015",53.01
"LQDT",-1.64,175300,117377,24613000,9.05,9.10,9.60,"11/18/2016",9.32
"BWA",2.46,2455343,2734020,200675000,35.38,35.41,35.68,"11/18/2016",35.00
"CTSO",-0.38,53777,90946,19956000,5.35,5.40,5.20,"11/18/2016",5.71
"AIRT",0.83,74,1612,1048000,18.45,N/A,18.45,"11/17/2016",18.59
"CNSI",-1.48,0,223152,N/A,N/A,N/A,N/A,"9/8/2015",19.23
"SIEB",-0.10,4400,21841,2204000,1.39,1.41,1.39,"11/18/2016",1.29
"TNK",0.69,1112789,1541550,115912000,2.42,2.43,2.42,"11/18/2016",2.47
"CRMD",-0.50,348493,419822,36357000,1.71,1.72,1.84,"11/18/2016",2.29
"LEG.TO",-1,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"RRC",-4.00,3318469,4327100,241803000,34.03,34.55,34.02,"11/18/2016",35.89
"COWN",0.06,1459294,742748,90196000,3.40,3.35,3.55,"11/18/2016",3.39
"EAB",2.89,25721,14048,N/A,24.57,24.49,23.77,"11/18/2016",25.22
"DRAM",-1.3350,1504671,79580,3296000,0.9200,0.9400,1.0884,"11/18/2016",1.0649
"WERN",1.30,752346,804900,44517000,26.90,27.00,27.10,"11/18/2016",24.26
"EEFT",3.28,471527,334753,49770000,76.05,75.93,76.49,"11/18/2016",80.31
"UFPT",1.12,31275,22341,5414000,25.70,25.80,26.10,"11/18/2016",26.06
"HIHO",0.29,6254,8441,2757000,3.80,3.75,3.75,"11/18/2016",4.09
"TMO",5.00,2631666,1703710,393669000,148.88,148.77,145.81,"11/18/2016",151.80
"HIVE",-0.78,238958,183789,16552000,5.57,5.61,5.75,"11/18/2016",5.51
"PNE.V",-0.13,1044200,461793,N/A,0.77,N/A,0.77,"3/2/2016",0.82
"FBHS",2.50,1187545,1433830,143182000,57.40,57.30,57.59,"11/18/2016",55.17
"DFS",5.49,2523883,2818120,390324000,66.01,65.73,66.24,"11/18/2016",57.75
"KSS",3.29,3519438,3669290,178328000,54.51,54.43,54.57,"11/18/2016",45.70
"BGCP",0.56,1459915,1227780,205410000,9.64,9.67,9.85,"11/18/2016",8.91
"WLH",1.63,288742,377912,16894000,19.41,19.37,19.18,"11/18/2016",17.91
"AIR",0.99,265931,249489,31388000,37.20,37.26,37.68,"11/18/2016",32.37
"NMBL",-1.75,1260174,1092460,59192000,9.13,9.14,9.30,"11/18/2016",8.19
"NBS",-1.72,0,760553,N/A,N/A,N/A,N/A,"6/5/2015",2.56
"IMV.V",-0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"EA",3.92,3180501,3126670,298864000,79.62,79.80,78.99,"11/18/2016",81.61
"SPLS",-0.68,13897760,7399710,645675000,9.33,9.33,9.60,"11/18/2016",7.90
"CENTA",0.91,191030,224006,44306000,28.00,28.13,27.59,"11/18/2016",24.77
"OZRK",2.42,1308489,1390670,113089000,45.83,45.80,46.28,"11/18/2016",39.18
"CDNS",0.82,1491872,1976960,282597000,26.48,26.97,26.40,"11/18/2016",25.55
"RICE",-2.75,3117789,3940550,115462000,23.25,23.92,24.01,"11/18/2016",24.37
"PPO",1,0,493086,N/A,N/A,N/A,N/A,N/A,60
"SNE",0.42,883741,1004640,1261412000,29.70,29.45,29.18,"11/18/2016",31.76
"CYCC",-4.18,425548,289006,N/A,5.38,5.42,4.58,"11/18/2016",4.57
"GBR",-1.78,682652,609203,1798000,2.33,2.34,2.08,"11/18/2016",2.15
"BGC",-0.75,604538,404257,48522000,17.65,17.65,18.00,"11/18/2016",14.71
"LZB",1.56,501214,406130,47974000,27.25,27.35,26.55,"11/18/2016",24.26
"XRG.TO",-1,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"BOKF",3.65,212671,183964,25374000,80.53,80.48,81.50,"11/18/2016",71.89
"ACXM",0.10,366605,342246,75997000,27.11,26.91,26.87,"11/18/2016",25.33
"DOC",0.22,721588,1231370,133319000,17.84,17.92,17.95,"11/18/2016",19.52
"YNDX",0.83,2173499,2389140,265277000,17.96,17.96,18.47,"11/18/2016",19.70
"TFM",1.30,0,1905490,N/A,N/A,N/A,N/A,N/A,27.97
"TUBE",-0.73,2881834,879671,20756000,14.00,13.99,14.24,"11/18/2016",9.12
"NSPH",-4.83,0,1620410,N/A,N/A,N/A,N/A,N/A,1.59
"ORBK",1.54,193559,186159,39838000,32.01,31.90,32.13,"11/18/2016",28.94
"MYGN",1.29,833805,1755930,63375000,17.16,17.25,16.80,"11/18/2016",18.83
"SWAY",-1,0,237157,N/A,N/A,N/A,N/A,N/A,23
"VTSS",-0,0,1190690,N/A,N/A,N/A,N/A,"4/23/2015",5
"MODN",-1.21,98786,120322,17655000,8.55,8.60,8.90,"11/18/2016",9.83
"MRH",4,0,339650,N/A,43,N/A,43,"7/31/2015",41
"ALOG",0.96,64797,90660,12289000,91.90,91.75,92.15,"11/18/2016",85.23
"MRD",-0.58,0,1566950,N/A,N/A,N/A,N/A,N/A,14.99
"ANV",-1,0,2201230,N/A,N/A,N/A,N/A,N/A,1
"MDSO",0.44,942121,474677,53151000,55.54,55.41,54.36,"11/18/2016",51.63
"ZHNE",-0.18,0,57477,N/A,1.19,N/A,1.19,"9/9/2016",1.14
"KAR",1.62,651469,1062850,137703000,39.98,40.18,40.17,"11/18/2016",42.11
"TESO",-4.26,273424,185820,36831000,7.10,7.15,7.15,"11/18/2016",7.65
"PICO",-0.62,73023,98191,22549000,13.90,13.95,14.05,"11/18/2016",12.32
"IDSY",-0.39,25296,18475,6380000,4.91,4.74,4.84,"11/18/2016",5.09
"ADC",1.88,332990,260005,22656000,43.01,43.16,43.59,"11/18/2016",46.52
"DO",-5.35,1982304,3755910,64000000,16.81,16.94,16.81,"11/18/2016",16.91
"KGC",-0.69,15009601,17140200,1236634000,3.56,3.45,3.39,"11/18/2016",3.76
"TBNK",1.69,26378,17583,7634000,30.70,30.66,31.59,"11/18/2016",28.97
"CAPL",0.52,37768,69931,4454000,25.45,25.42,25.32,"11/18/2016",25.98
"RC.TO",0.20,38700,36964,20566000,4.45,4.47,4.55,"11/18/2016",4.31
"FOXA",1.51,9043673,11578600,1490320000,27.92,27.82,27.82,"11/18/2016",25.93
"SNV",1.78,1482086,997873,119673000,38.48,38.41,38.69,"11/18/2016",33.75
"ZSAN",-2.3680,355417,67175,5681000,0.5850,0.5736,0.5904,"11/18/2016",0.6295
"CDZI",-1.47,505760,53981,13227000,9.25,9.25,9.30,"11/18/2016",7.42
"PBIP",0.22,10409,9422,5432000,15.45,15.45,15.47,"11/18/2016",14.80
"POZN",-0.54,0,498948,N/A,N/A,N/A,N/A,"2/5/2016",6.42
"GWRE",0.20,275673,422000,68052000,57.40,57.40,56.68,"11/18/2016",58.22
"BHLB",2.09,172103,130275,29790000,33.05,32.80,33.20,"11/18/2016",29.25
"DOW",6.42,6339720,6295060,1045721000,53.36,53.19,53.23,"11/18/2016",53.45
"MVNR",-1.00,0,N/A,N/A,N/A,N/A,N/A,"4/29/2015",17.50
"BLKB",0.65,308592,301605,45325000,65.15,65.16,65.34,"11/18/2016",63.63
"MNTA",-1.34,746203,628885,62316000,13.70,13.70,13.55,"11/18/2016",12.08
"SNPS",1.57,542295,773027,150164000,61.49,61.71,61.11,"11/18/2016",59.27
"HSC",-0.96,934119,576792,79677000,12.25,12.25,12.30,"11/18/2016",10.33
"RSO",0.50,619722,233898,27252000,9.35,9.14,9.47,"11/18/2016",11.92
"MW",-0,0,2634650,N/A,N/A,N/A,N/A,N/A,13
"LOCO",0.60,245519,505562,21629000,12.35,12.30,12.50,"11/18/2016",11.95
"CRZO",-18.13,979147,1712210,55671000,36.26,36.53,37.07,"11/18/2016",38.09
"XEC",-11.82,779482,907846,93419000,125.79,126.23,125.66,"11/18/2016",132.30
"WVFC",0.74,105,1367,1400000,12.61,N/A,12.61,"11/17/2016",12.43
"ADES",0.03,71065,72058,16443000,9.03,9.05,9.00,"11/18/2016",8.28
"HT",2.31,253363,411945,40389000,19.64,19.75,19.62,"11/18/2016",18.31
"CRH.TO",0.10,568405,358075,69027000,7.72,7.89,7.79,"11/18/2016",6.34
"NOV",-8.61,2454466,3979780,377000000,35.31,35.23,35.21,"11/18/2016",35.12
"TREE",4.06,456030,374828,7126000,93.20,94.20,100.00,"11/18/2016",88.74
"OII",0.64,1173921,1727900,97315000,25.22,25.29,25.08,"11/18/2016",25.85
"JRJC",1.40,76978,81569,12186000,4.19,4.16,4.03,"11/18/2016",4.06
"TEX",0.98,1533893,1021640,95882000,28.72,28.46,28.54,"11/18/2016",24.89
"HASI",0.28,373631,370529,34425000,20.40,20.33,20.28,"11/18/2016",21.48
"ZOES",0.15,614535,875446,19059000,24.64,24.82,24.78,"11/18/2016",22.16
"ACQ.TO",-0.70,98529,78745,21013000,20.94,20.89,20.37,"11/18/2016",22.61
"OVAS",-2.67,381205,432049,32305000,3.62,3.64,3.61,"11/18/2016",5.53
"GHL",1.41,341513,462603,25645000,27.85,28.00,28.10,"11/18/2016",23.76
"MHR",-1.07,0,7318710,N/A,N/A,N/A,N/A,N/A,0.36
"RKN.TO",-0.52,26690,73835,80473000,1.87,1.94,1.83,"11/18/2016",2.05
"NILE",0.81,128899,130246,10883000,40.40,40.92,40.40,"11/18/2016",36.42
"EXPE",1.26,1370303,2311230,120121000,126.58,126.57,125.67,"11/18/2016",123.22
"ELNK",-0.00,1353431,725548,96168000,5.24,5.24,5.43,"11/18/2016",5.81
"HEES",1.03,237937,340462,30839000,17.71,17.63,17.38,"11/18/2016",15.54
"ZGNX",-2.22,357752,199372,19645000,12.10,12.05,12.10,"11/18/2016",9.77
"SAIA",1.920,343789,207430,24657000,42.000,42.000,41.025,"11/18/2016",33.510
"CAM",2.59,0,2806270,N/A,66.01,N/A,66.01,"4/1/2016",66.60
"SWHC",1.99,2117805,2304690,55473000,24.40,24.53,24.13,"11/18/2016",25.65
"JOR.V",-0.08,0,N/A,N/A,N/A,N/A,N/A,"7/2/2015",0.04
"XOMA",0.23,59345,659603,5688000,6.97,7.08,6.65,"11/18/2016",3.96
"POWI",1.59,144016,153142,28016000,66.40,66.40,67.00,"11/18/2016",63.74
"KYTH",-4.77,0,636730,N/A,N/A,N/A,N/A,"9/30/2015",74.78
"MXC",-1.67,14593,12355,870000,4.31,4.42,4.25,"11/18/2016",4.27
"HLSS",2,0,1644740,N/A,N/A,N/A,N/A,"4/23/2015",1
"SPLK",-2.61,1715422,1661160,132895000,62.25,62.85,59.88,"11/18/2016",59.30
"TAXI",1.19,360629,164740,N/A,7.71,7.30,7.71,"5/10/2016",8.49
"CRNT",0.08,221846,498038,62638000,2.33,2.36,2.37,"11/18/2016",2.36
"ANIK",2.33,83840,107280,13085000,45.09,45.05,45.27,"11/18/2016",44.84
"NBHC",0.56,175335,192871,22604000,26.89,26.87,27.60,"11/18/2016",24.09
"PRCP",-2.36,12350,14737,6706000,6.01,6.18,6.19,"11/18/2016",6.33
"DENN",0.20,368472,375731,72675000,12.15,12.12,12.24,"11/18/2016",10.85
"XRM",-1.19,54805,59554,11006000,6.45,6.41,6.51,"11/18/2016",7.24
"SD",-3.42,3142,251176,571717000,24.45,24.28,24.41,"11/18/2016",23.32
"RGEN",0.21,204079,264384,33510000,33.04,33.06,32.96,"11/18/2016",29.78
"CCRN",-0.22,311310,246334,25447000,14.93,14.95,14.96,"11/18/2016",12.55
"EXP",3.89,869096,742347,47395000,92.89,92.74,92.34,"11/18/2016",81.92
"RDC",3.71,7218243,3862770,114473000,15.16,15.24,15.72,"11/18/2016",14.44
"VIPS",0.43,6722936,6181600,369703000,13.79,13.89,13.67,"11/18/2016",14.03
"WEX",1.92,259984,295894,34684000,106.49,106.82,106.45,"11/18/2016",105.39
"AEO",1.26,6550137,4621820,164753000,18.34,17.96,18.08,"11/18/2016",17.27
"PODD",-0.82,704968,600700,50008000,37.25,37.52,37.19,"11/18/2016",37.76
"SRPT",-5.26,2004759,4363100,41208000,38.73,38.86,38.74,"11/18/2016",47.05
"FRP",4.83,287058,174038,15086000,15.75,15.80,15.90,"11/18/2016",15.60
"COH",1.72,3620320,3511010,278980000,37.97,37.86,38.00,"11/18/2016",36.26
"UFPI",4.87,102357,142275,19877000,97.84,97.75,97.99,"11/18/2016",93.06
"OA",5.36,289867,589415,57936000,85.20,85.19,85.48,"11/18/2016",76.59
"FITB",2.26,5613626,7769290,752454000,25.43,25.43,25.68,"11/18/2016",21.66
"RPR.V",-0.01,66400,127856,54665000,0.14,0.14,0.15,"11/18/2016",0.15
"FNHC",1.51,217970,87156,11343000,16.71,16.69,16.53,"11/18/2016",17.40
"EPZM",-1.84,552403,362045,40443000,10.50,10.60,10.85,"11/18/2016",9.64
"CBZ",0.72,172950,143708,51504000,12.10,12.10,12.25,"11/18/2016",11.24
"ADSK",-1.55,2243358,2003040,177414000,78.46,78.21,76.90,"11/18/2016",71.88
"DISCA",1.77,2588850,3554860,283399000,28.03,27.91,27.50,"11/18/2016",26.42
"RRD",1.27,1585490,2375370,69135000,17.82,17.75,17.57,"11/18/2016",18.71
"CHDN",5.21,121408,86192,7744000,149.10,149.15,152.30,"11/18/2016",141.38
"KS",0.82,959297,1426060,82822000,21.33,21.38,21.15,"11/18/2016",19.22
"THLD",0.5920,1699841,2872390,65402000,0.4260,0.4200,0.5062,"11/18/2016",0.4606
"CHUY",0.89,167910,207369,16265000,31.50,31.60,31.45,"11/18/2016",28.00
"QUIK",-0.329,615443,166503,67078000,0.795,0.800,0.811,"11/18/2016",0.819
"CLVS",-10.36,1117633,3675830,18074000,36.30,36.36,35.73,"11/18/2016",32.18
"ADI",2.12,1580079,2453600,305982000,68.21,67.92,68.47,"11/18/2016",63.99
"BDI.TO",-0.27,285806,172212,40933000,3.06,3.11,3.23,"11/18/2016",4.27
"KITE",-4.60,804164,1046860,40192000,50.56,50.60,51.80,"11/18/2016",49.24
"LDRH",-0.71,0,1091640,N/A,N/A,N/A,N/A,N/A,33.38
"MTSN",0.00,122103,253387,N/A,3.60,3.63,3.60,"5/10/2016",3.64
"KEL.TO",-0.90,923270,1823890,144615000,6.03,6.07,6.09,"11/18/2016",6.17
"OXGN",-0.54,169586,519686,N/A,0.70,0.74,0.70,"6/17/2016",0.64
"BPC.V",-0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"LPI",-5.52,2382149,3558840,122381000,14.03,14.15,14.42,"11/18/2016",13.10
"LTRPA",-0.49,927261,647885,68082000,16.65,16.75,16.65,"11/18/2016",20.64
"AAVL",-2.05,0,328335,N/A,N/A,N/A,N/A,N/A,5.27
"EXEL",-0.66,6566312,6811390,212010000,16.75,16.75,16.96,"11/18/2016",12.82
"PRO",-2.47,142292,176708,23273000,25.29,25.35,25.25,"11/18/2016",22.81
"OIS",-0.69,437635,628480,50494000,32.65,32.95,32.65,"11/18/2016",31.39
"WDR",2.27,1080965,1170310,79813000,18.88,18.97,19.13,"11/18/2016",17.39
"HLF",2.85,1302858,1543160,67003000,52.29,52.38,50.86,"11/18/2016",59.21
"YRCW",0.17,675953,620678,25287000,11.37,11.34,11.49,"11/18/2016",11.49
"FARE.OB",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"CREE",0.04,672646,1233390,99835000,25.15,25.26,24.95,"11/18/2016",23.69
"IMUC",-0.2100,1497358,2856010,127376000,0.0701,0.0759,0.0655,"11/18/2016",0.0944
"NSP",2.83,242127,174945,17374000,72.70,72.90,71.75,"11/18/2016",72.43
"HLX",-3.98,965501,1894790,112471000,9.73,9.76,9.88,"11/18/2016",9.24
"AVVC.OB",-0.01,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"PLCE",4.03,1038079,457405,18087000,99.20,99.20,99.45,"11/18/2016",77.40
"ARCI",-0.71,93674,23586,3898000,1.01,1.06,1.09,"11/18/2016",0.96
"MDCO",-2.91,793205,1339070,58073000,36.65,36.66,36.63,"11/18/2016",35.61
"CFFI",3.66,4739,4477,2981000,42.20,42.30,43.15,"11/18/2016",42.43
"CTB",4.27,392759,564338,51654000,38.40,38.40,38.45,"11/18/2016",36.64
"IPCM",1.58,0,339460,N/A,N/A,N/A,N/A,"11/20/2015",79.47
"IBKR",1.46,370715,429312,62456000,38.41,38.39,38.03,"11/18/2016",35.28
"GE",1.16,28583868,33444900,8887972000,30.79,30.75,30.67,"11/18/2016",29.30
"UTX",8.75,2677456,3605980,764342000,106.70,106.66,106.50,"11/18/2016",102.15
"FNMAK",0.02,730,3357,5738815000,8.74,8.90,8.90,"11/18/2016",6.02
"STBZ",1.32,108019,62128,33617000,25.14,25.14,25.07,"11/18/2016",22.97
"HRTG",1.89,283963,194612,26247000,14.69,14.68,14.99,"11/18/2016",12.73
"MOG-A",3.47,104541,106912,31142000,69.06,69.39,69.95,"11/18/2016",59.68
"JLL",7.66,360473,409526,44838000,98.38,98.35,100.00,"11/18/2016",100.34
"CSII",-1.37,333037,374442,26333000,26.88,26.86,26.92,"11/18/2016",24.12
"AFL",6.31,2493856,1690940,402986000,72.39,72.36,72.50,"11/18/2016",70.69
"KLAC",4.96,2012282,2185340,155709000,79.05,79.03,80.04,"11/18/2016",73.79
"HPT",0.78,940232,959509,149134000,28.54,N/A,28.56,"11/18/2016",28.13
"PFBX",0.25,623,3154,2982000,11.20,11.20,11.05,"11/18/2016",10.73
"STFC",-0.21,41508,30172,15382000,24.68,24.73,25.06,"11/18/2016",23.43
"PLD",1.67,4118360,2778540,524340000,48.02,48.07,48.97,"11/18/2016",50.59
"BRKS",-1.01,543988,294205,64364000,15.77,15.78,16.05,"11/18/2016",13.66
