symbol,EPS,volume,averageDailyV,float,lastClose,open,lastTrade,lastTradeDate,50DayMA
"BIOFR",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"ROCM",0.36,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"MMMBE",-0.13,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"AALCP",-11.25,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"ADPVV",3.14,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"BEAVV",0.69,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"BGSCU",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"SGNL",-14.10,920466,84918,7288000,7.13,8.45,10.02,"11/18/2016",1.55
"INXBU",-0.20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"GOOAV",19.01,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"HBIOV",0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"CAFI",-0.224,0,N/A,N/A,0.032,N/A,0.032,"11/8/2016",0.000
"PACQW",N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,0
"ZLON",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"PTIX",-0.5100,0,N/A,N/A,0.0005,N/A,0.0005,"7/26/2016",0.0000
"WBCO",0.91,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"GHLV.OB",-0.83,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"ASTX",-0.01,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"TECUB",-2.03,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"BANCL",-0,0,N/A,N/A,N/A,N/A,N/A,N/A,0
"IGPZE",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"JRC.V",-0.01,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"ASCA",1.61,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"PMTC",1.19,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"KTRC.OB",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"HCAC",-1.19,10000,44888,N/A,9.86,9.85,9.85,"11/18/2016",9.84
"MB.TO",0.93,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"AINC-WI",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"HUTC",-1.81,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"KCKCE.OB",-0.04,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"VAEV.OB",-63.89,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"WFSN.OB",-0.03,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"VELT",-4.61,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"NAVR",-0.31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"GRX-RWI",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"NAFC",-0.92,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"NVEEU",0.52,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"OKSBP",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"ANDAU",N/A,0,N/A,N/A,10.50,N/A,10.50,"11/17/2016",0.00
"THRXV",-2,0,N/A,N/A,N/A,N/A,N/A,N/A,0
"AXFN",N/A,0,893,N/A,25.02,N/A,25.02,"3/25/2014",25.23
"VANL",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"NKG-PE",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"MYP",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"JDU.TO",-0.08,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"SLN.V",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"LCAV",-0,0,N/A,N/A,N/A,N/A,N/A,N/A,0
"SROE",-1.89,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"TECUA",-2.03,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"ARDNA",6.18,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"TSH",4,0,416454,N/A,N/A,N/A,N/A,N/A,10
"CUQ-DB.TO",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"VSHGD",-0.00,0,N/A,N/A,N/A,N/A,N/A,N/A,0.00
"SDRG.OB",-0.04,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"KKV-P.V",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"CHYUE.OB",-0.05,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"GLADP",N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,0
"WSP-R.TO",N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"QTETR",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"ELWD.OB",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"CR.TO",-0.23,545513,1024130,136423000,7.30,7.34,7.20,"11/18/2016",6.97
"IRWD",-0.57,1334857,1324010,101288000,16.19,16.28,16.11,"11/18/2016",14.69
"KFX",0.11,0,1309300,N/A,N/A,N/A,N/A,"4/23/2015",10.99
"BFFI",-1.51,100,169,468000,11.40,11.10,11.10,"11/18/2016",12.04
"ARPI",-1,0,587869,N/A,N/A,N/A,N/A,N/A,16
"P",-1.20,6161125,6026630,194506000,11.06,11.11,11.34,"11/18/2016",12.26
"YGE",-36.29,65959,93511,12843000,3.37,3.36,3.33,"11/18/2016",3.80
"PWT.TO",-4.12,580056,1476880,485204000,2.18,2.21,2.20,"11/18/2016",2.27
"ABG",6.03,194620,231205,18336000,58.35,57.70,58.50,"11/18/2016",53.61
"MLI",1.69,237827,172582,51854000,37.06,37.10,37.50,"11/18/2016",31.85
"ATTU",-0.60,98965,70652,14040000,5.43,5.41,5.46,"11/18/2016",5.78
"SDR",0.65,90057,87238,31049000,1.43,1.44,1.42,"11/18/2016",1.46
"FRAN",0.97,644190,931512,37492000,16.77,16.65,16.96,"11/18/2016",16.17
"SZMK",-4.41,0,282241,N/A,N/A,N/A,N/A,N/A,3.88
"CPA",-3.88,273122,576017,31018000,91.50,91.67,92.68,"11/18/2016",89.59
"CRVL",1.41,124224,63750,8678000,33.15,33.15,34.05,"11/18/2016",34.39
"CHD",1.74,1977891,1746960,256847000,44.43,44.33,44.79,"11/18/2016",46.55
"NAVI",2.44,2914906,3490760,300454000,17.69,17.74,17.62,"11/18/2016",14.36
"GES",0.79,1555249,1363500,60544000,16.39,16.15,15.61,"11/18/2016",14.36
"SCP.TO",-1.00,27100,114442,93606000,0.50,0.50,0.51,"11/18/2016",0.51
"SUPX",0.85,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"WCBOD",0.42,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"PAYDE",-0.02,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"CBX",N/A,0,N/A,N/A,1.00,N/A,1.00,"11/1/2016",0.00
"XOHO.OB",-0.44,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"SMGIU",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"GENT",0.48,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"VNSNE.OB",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"RSG.V",-0.02,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"IDL.TO",-0.03,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"KEYN",0.15,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"HHWWD.OB",-0.41,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"MEMS",-0.27,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"EONC",-0.99,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"QAI-P.V",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"NSC.TO",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"NGHI.OB",-0.22,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"IRHC.OB",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"XPL.V",-0.06,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"TIG.V",N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,0
"PACQ",-0.53,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"RIR-UN.TO",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"SFNL",-0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"ECTY",-0.47,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"COI.V",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"OPTR",-1.75,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"FOFNE.OB",-1.08,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"BNB.V",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"WEF-WT.TO",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"PATH",-1.89,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"IBO",N/A,0,N/A,N/A,153.82,N/A,153.82,"1/8/2015",0.00
"YCKM.OB",-0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"ZNTH.OB",-0.01,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"ASRG.OB",0.18,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"MGJ",-0.47,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"AWRCF.OB",1.11,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"GRAVE.OB",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"CADX",-0.28,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"PMNA",N/A,0,N/A,N/A,13.61,N/A,13.61,"2/18/2014",0.00
"SCLP",N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,0.00
"SCOG",N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,0.00
"SGGG",N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,0.00
"SYBTP",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"SRVA",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"ABR-PA",0.62,1125,N/A,37540000,25.85,25.05,25.25,"11/18/2016",0.00
"RODI",N/A,0,N/A,N/A,55.4717,N/A,55.4717,"6/9/2016",55.4720
"CYN-PC",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"INUV",0.01,45829,64080,20011000,1.24,1.24,1.21,"11/18/2016",1.22
"OSTQRC-A",N/A,0,N/A,N/A,0.175,N/A,0.175,"6/26/2012",N/A
"OMF",-0.23,998659,787643,43162000,20.24,20.16,20.03,"11/18/2016",27.28
"MSGN",2.23,503409,588458,56671000,20.15,20.25,19.75,"11/18/2016",19.10
"MH-PC",1.47,31065,23101,64773000,24.85,25.03,25.02,"11/18/2016",25.94
"LMFA",-0.67,613,4045,1015000,6.16,6.01,6.01,"11/18/2016",7.46
"DMTX",-1.90,42668,84085,14494000,5.10,5.15,4.90,"11/18/2016",6.16
"WYIG",-0.15,0,940,N/A,9.87,N/A,9.87,"11/2/2016",9.90
"GBLIZ",2.11,16580,7377,N/A,24.34,24.23,24.41,"11/18/2016",25.48
"TANP",N/A,0,17523,N/A,25.20,N/A,25.20,"6/30/2016",25.10
"FNTCU",N/A,0,N/A,N/A,11.64,N/A,11.64,N/A,N/A
"FNTCW",N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,0.00
"SFR",-0.47,1280496,795209,84829000,29.87,29.87,29.99,"11/18/2016",28.63
"IPL-PD",14.74,14088,N/A,N/A,24.44,24.28,24.10,"11/18/2016",0.00
"XJOQOS-A",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"NHA",N/A,9631,17197,N/A,9.98,9.98,9.99,"11/18/2016",10.10
"IAC",-2.17,506738,506447,67439000,66.53,66.91,67.06,"11/18/2016",64.38
"ZPLKRR-A",N/A,0,N/A,N/A,2.99,N/A,2.99,"9/19/2012",N/A
"NYTE",-0.08,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"PRSNW",N/A,0,N/A,N/A,0.00,N/A,0.00,"6/1/2016",N/A
"KMI-PA",-0.16,64941,N/A,1888289000,48.37,48.36,48.91,"11/18/2016",0.00
"LMFAW",N/A,0,N/A,N/A,0.45,N/A,0.45,"11/10/2016",N/A
"ABILW",N/A,700,N/A,N/A,0.58,0.61,0.63,"3/30/2016",N/A
"INVA",0.34,930951,922889,59089000,11.06,11.05,10.91,"11/18/2016",10.37
"CSRA-WI",N/A,0,N/A,N/A,29.21,N/A,29.21,"11/27/2015",0.00
"NYNYR",-3.1680,0,N/A,N/A,0.0031,N/A,0.0031,"2/5/2016",0.0000
"MESO",-0.14,6696,16669,43490000,4.76,4.87,4.77,"11/18/2016",4.37
"PXS",0.18,12823,8251,18236000,2.41,2.36,2.55,"11/18/2016",2.49
"CMS-PB",7.51,241,337,N/A,103.00,102.99,102.80,"11/18/2016",103.52
"NGHCO",1.21,22475,31926,60347000,25.10,25.05,24.85,"11/18/2016",25.50
"PRZM",-2.1600,28560,17238,6833000,0.1550,0.1551,0.1501,"11/18/2016",0.1761
"CTAA",N/A,21787,38495,N/A,25.68,25.79,25.66,"11/18/2016",26.76
"NEWTZ",2.66,0,483,12277000,25.99,N/A,25.99,"11/17/2016",26.10
"MTBCP",-0.5890,721,754,111000,26.9400,26.9526,26.9599,"11/18/2016",26.9869
"STI-WTB",N/A,10090,N/A,N/A,9.74,9.88,10.00,"11/18/2016",0.00
"MEDL",-0.03,0,52388,N/A,N/A,N/A,N/A,"11/3/2015",0.07
"ACBI",0.15,44353,54534,17141000,15.80,15.90,15.95,"11/18/2016",15.04
"XJOLON-A",N/A,0,N/A,N/A,0.97,N/A,0.97,"9/25/2014",N/A
"ECACR",N/A,100,N/A,N/A,0.58,0.54,0.54,"11/18/2016",0.00
"TPHS",-0.38,21693,36422,17483000,9.85,9.90,9.98,"11/18/2016",9.57
"AFGH",N/A,21299,18925,N/A,24.80,24.89,24.96,"11/18/2016",26.57
"FDC",-1.09,6056545,4484550,334730000,15.40,15.48,15.48,"11/18/2016",13.80
"EAGLW",N/A,0,N/A,N/A,0.44,N/A,0.44,"11/14/2016",N/A
"KLDX",0.13,267573,641138,118249000,4.62,4.60,4.75,"11/18/2016",5.27
"SAUC",-0.41,68744,66894,13703000,1.09,1.10,1.07,"11/18/2016",1.10
"SOJA",2.66,111198,117158,979608000,25.96,26.00,25.66,"11/18/2016",26.96
"GAINN",1.3490,220,3140,N/A,25.4200,25.6336,25.6336,"11/18/2016",25.8373
"SB-PD",-1.14,1200,6589,30792000,15.52,15.73,16.00,"11/18/2016",15.57
"CSRA",0.66,1873724,1216460,146841000,32.08,32.17,31.67,"11/18/2016",26.95
"SPI",-3.02,32501,73078,53996000,2.24,2.26,2.34,"11/18/2016",2.30
"REMO",-0.00,0,10100,N/A,N/A,N/A,N/A,N/A,0.56
"RACE",1.97,382619,453571,167750000,53.29,53.19,52.76,"11/18/2016",52.89
"GJSTE",N/A,0,N/A,N/A,N/A,N/A,N/A,"7/13/2015",0.00
"PSTG",-1.39,812986,1349230,31140000,14.65,14.70,14.60,"11/18/2016",13.23
"SPXC",-0.22,376886,265925,40886000,22.91,22.95,23.20,"11/18/2016",19.93
"OIIL",N/A,359,4388,N/A,30.3700,29.7259,29.7692,"11/18/2016",31.6251
"BHACR",N/A,100,N/A,N/A,0.2399,0.2399,0.2399,"11/18/2016",0.0000
"BHACW",N/A,993,N/A,N/A,0.079,0.079,0.079,"11/18/2016",N/A
"BHACU",N/A,0,N/A,N/A,10.7499,N/A,10.7499,"11/15/2016",N/A
"MCX",N/A,5100,2914,N/A,25.48,25.29,25.35,"11/18/2016",25.59
"VPCOU",N/A,0,32066,N/A,N/A,N/A,N/A,"1/22/2016",9.89
"WDCSRT-A",N/A,0,N/A,N/A,5.69,N/A,5.69,"4/24/2014",N/A
"DLTH",0.63,403168,207508,9448000,32.78,33.02,32.25,"11/18/2016",27.73
"C-PP",N/A,3272,10188,N/A,27.33,27.39,27.50,"11/18/2016",28.30
"C-PJ",4.60,202234,N/A,2846567000,27.59,27.55,27.43,"11/18/2016",0.00
"EACQW",N/A,19250,N/A,N/A,0.72,0.70,0.69,"11/18/2016",N/A
"EDGE",-1.31,42311,67018,18606000,12.08,12.03,11.99,"11/18/2016",10.66
"CAA",2.89,1165089,1463050,65862000,33.10,33.29,33.33,"11/18/2016",32.14
"RNVA",-3.1090,538130,846655,25282000,0.0899,0.1000,0.0889,"11/18/2016",0.1449
"BDCZ",N/A,0,8,N/A,20.73,N/A,20.73,"11/3/2016",20.58
"TMUSP",1.58,22133,204498,286872000,88.41,88.76,88.82,"11/18/2016",81.29
"ARI-PA",1.42,5149,N/A,66968000,25.65,25.60,25.13,"11/18/2016",0.00
"MLPKF",0.46,0,N/A,N/A,N/A,N/A,N/A,N/A,0.00
"AXSM",-1.29,15868,34545,11131000,7.65,7.70,7.60,"11/18/2016",7.34
"RMR",2.26,28263,39897,12006000,39.00,38.90,39.40,"11/18/2016",36.89
"CORX",-0.02,0,142102,N/A,N/A,N/A,N/A,"1/8/2016",0.02
"IDXG",-0.4540,545846,262108,11687000,0.0981,0.0960,0.0923,"11/18/2016",0.1383
"APLP",-2.30,75931,118437,31563000,16.12,N/A,16.55,"11/18/2016",15.26
"BGNE",-4.45,1515581,87291,11275000,32.70,33.95,32.00,"11/18/2016",32.69
"PFGC",0.68,644880,324655,37447000,22.65,22.70,22.45,"11/18/2016",24.36
"STAG-PA",-0.51,0,N/A,71150000,25.18,N/A,25.18,"11/1/2016",0.00
"ZHGKOS-A",N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"EAGL",-0.30,601,35582,N/A,9.95,9.80,9.95,"11/18/2016",9.89
"AVXS",-4.04,1486958,472505,10346000,68.00,68.50,61.15,"11/18/2016",52.64
"AVXL",-0.41,246256,1282390,33378000,3.20,3.20,3.28,"11/18/2016",3.24
"LINDW",N/A,11803,N/A,N/A,2.38,2.41,2.46,"11/18/2016",N/A
"ELECW",N/A,450,N/A,N/A,0.2200,0.2254,0.2725,"11/18/2016",N/A
"PACE",-0.08,0,31448,N/A,9.87,N/A,9.87,"11/15/2016",9.88
"FDEU",N/A,50321,73026,N/A,14.82,14.84,14.74,"11/18/2016",15.22
"PBB",N/A,18658,50145,N/A,25.33,25.16,25.11,"11/18/2016",25.49
"ARKI",-0.01,0,N/A,N/A,N/A,N/A,N/A,N/A,0.00
"SHSP",0.43,12205,22603,4579000,5.08,5.05,5.13,"11/18/2016",5.30
"BFS-PC",1.52,754,N/A,11826000,25.40,25.67,25.67,"11/18/2016",0.00
"WFC-PW",4.03,246794,N/A,4510397000,24.78,24.83,24.64,"11/18/2016",0.00
"MPSX",0.03,124345,149371,32443000,13.85,13.84,13.94,"11/18/2016",13.81
"PJT",-1.93,200064,85226,12494000,30.03,30.00,30.00,"11/18/2016",27.38
"HBHCL",N/A,6294,9388,N/A,25.2500,25.8200,25.3053,"11/18/2016",25.8035
"ZWTKRP-A",N/A,0,N/A,N/A,1.47,N/A,1.47,"12/21/2012",N/A
"KURA",-1.64,13363,67298,10921000,5.60,5.51,5.35,"11/18/2016",5.23
"XJOQOX-A",N/A,5500,N/A,N/A,1.59,1.59,1.59,"2/3/2016",0.00
"ARWAR",N/A,120348,N/A,N/A,0.45,0.50,0.51,"11/18/2016",0.00
"EQFN",0.3200,0,2647,2268000,8.8763,N/A,8.8763,"11/17/2016",8.7220
"CID",N/A,7829,6588,N/A,30.46,30.29,30.30,"11/18/2016",31.25
"CIL",0.7640,1924,1525,N/A,31.9800,31.8200,31.8399,"11/18/2016",33.0214
"CUBN",1.12,0,12028,6637000,19.60,N/A,19.60,"11/17/2016",19.78
"CUBS",2.40,3111,3962,25344000,26.51,26.50,26.47,"11/18/2016",26.68
"CSB",-8.35,2337,2217,N/A,39.49,39.56,39.61,"11/18/2016",36.69
"LOB",0.41,122558,76334,19433000,17.05,17.15,17.55,"11/18/2016",15.24
"BETR",0.24,1324245,839020,26488000,10.01,10.00,9.84,"11/18/2016",14.55
"BNTCW",-0.1320,0,N/A,N/A,0.0832,N/A,0.0832,"11/7/2016",N/A
"EACQU",N/A,0,N/A,N/A,10.17,N/A,10.17,"10/18/2016",N/A
"CAI",-0.37,42319,46098,11562000,9.11,9.12,9.08,"11/18/2016",8.27
"CNFR",-0.509,12746,13602,4081000,7.700,7.500,7.475,"11/18/2016",8.012
"QRNKRQ-A",N/A,0,N/A,N/A,0.57,N/A,0.57,"10/17/2012",N/A
"CXRX",-13.51,1639000,2357400,40558000,3.26,3.25,3.29,"11/18/2016",3.66
"AIC",N/A,0,2803,N/A,23.0505,N/A,23.0505,"11/17/2016",23.0917
"ISH-PB",N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,0.00
"ABUS",-3.27,351966,137423,34566000,2.75,2.80,2.70,"11/18/2016",3.06
"FCA",N/A,200,259,N/A,19.2953,19.3000,19.2953,"11/17/2016",20.2869
"CAW",-0.16,7199,9634,5018000,2.60,2.70,2.60,"11/18/2016",2.91
"CAL",1.89,292859,310428,41276000,27.56,27.44,27.72,"11/18/2016",25.78
"LITE",0.05,912445,1039760,54704000,41.55,41.75,42.20,"11/18/2016",39.49
"PCG-PA",3.17,5631,3613,N/A,30.90,30.90,30.40,"11/18/2016",32.05
"PCG-PB",3.17,2512,1251,N/A,28.00,27.87,27.87,"11/18/2016",29.16
"PCG-PE",3.1740,500,1222,N/A,25.4900,25.0500,25.0829,"11/18/2016",26.1526
"MKC-V",3.62,400,689,121807000,91.11,91.43,91.09,"11/18/2016",94.57
"XJOXOD-A",N/A,370000,N/A,N/A,1.83,2.08,1.83,"6/24/2016",N/A
"KEY-PG",0.868,41886,6442,1078798000,136.750,135.270,135.361,"11/18/2016",135.800
"WPLKOI-A",N/A,2000,N/A,N/A,3.42,2.37,2.37,"11/4/2016",N/A
"GS-PI",12.46,49124,N/A,368719000,25.17,25.17,24.95,"11/18/2016",0.00
"FKO",N/A,6753,24700,N/A,21.87,21.68,21.73,"11/18/2016",23.32
"FKU",N/A,31916,13749,N/A,31.79,31.43,31.55,"11/18/2016",32.35
"SPXC-WI",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"FLAG",N/A,853,1318,N/A,36.70,36.54,36.54,"11/18/2016",34.65
"USB-PM",3.23,99343,N/A,1616357000,28.28,28.26,28.09,"11/18/2016",0.00
"IRCP",1.72,0,845,1653000,44.94,N/A,44.94,"11/16/2016",44.53
"BLD",2.92,244010,274191,35279000,36.66,36.82,37.02,"11/18/2016",32.30
"YECO",0.98,19205,58420,5365000,1.86,1.88,1.80,"11/18/2016",2.04
"AYA",0.47,419756,205422,72431000,15.40,15.90,14.95,"11/18/2016",14.68
"FTW",N/A,109,446,N/A,30.3731,30.6143,30.6143,"11/18/2016",32.0261
"CYAD",-3.57,0,1197,6362000,18.40,N/A,18.40,"11/14/2016",19.27
"BUFF",0.53,1629009,1406470,106574000,22.25,22.30,22.39,"11/18/2016",24.35
"TCO-PJ",1.71,6721,N/A,54705000,25.35,25.14,25.15,"11/18/2016",0.00
"AEUA",-7.45,52375,28677,557654000,42.24,42.35,43.01,"11/18/2016",42.15
"PYPL",1.13,9521525,9184170,1108291000,39.88,40.08,40.08,"11/18/2016",40.70
"BZUN",0.08,291542,617305,21056000,16.02,16.00,15.61,"11/18/2016",15.31
"TRU",0.49,782866,881003,127069000,31.28,31.28,31.05,"11/18/2016",32.17
"SXLP",-0.36,0,N/A,N/A,N/A,N/A,N/A,N/A,0.00
"AGFS",-0.88,1779176,208474,26647000,2.24,2.26,2.45,"11/18/2016",4.46
"FHN-PA",0.91,9155,N/A,229839000,24.60,24.63,24.50,"11/18/2016",0.00
"CDL",-0.6890,12199,11992,N/A,39.1300,39.1900,39.0699,"11/18/2016",38.2112
"HLI",1.31,211922,68532,12160000,26.76,26.72,27.33,"11/18/2016",24.71
"HLG",0.56,1,1486,3198000,8.10,N/A,8.10,"11/15/2016",8.28
"SRG",-1.64,190938,283248,19650000,48.26,48.37,48.35,"11/18/2016",47.08
"XJOWOU-A",N/A,5000,N/A,N/A,0.865,0.865,0.865,"9/14/2016",N/A
"ALL-PA",3.69,43055,N/A,370119000,25.08,25.00,24.67,"11/18/2016",0.00
"PTSX",-0.75,0,8111,2286000,0.50,N/A,0.50,"11/15/2016",0.99
"NEOS",-4.62,141542,154558,7107000,8.75,8.75,8.15,"11/18/2016",6.63
"BXLT",1.22,0,N/A,N/A,46.02,N/A,46.02,"6/2/2016",46.02
"XJOWOW-A",N/A,2500,N/A,N/A,0.071,0.071,0.071,"9/13/2016",N/A
"NVLS",-1.87,20433,77097,6662000,6.51,6.51,6.42,"11/18/2016",6.75
"OIBR-C-WI",N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,0
"XJOWOV-A",N/A,11000,N/A,N/A,0.21,0.21,0.21,"8/29/2016",N/A
"AEMD",-0.76,10572,24180,6718000,4.51,4.54,4.66,"11/18/2016",4.77
"CLBS",-11.27,8270,35114,N/A,4.21,4.24,4.15,"11/18/2016",4.11
"CNXC",0.79,70500,89520,5022000,18.55,18.60,19.45,"11/18/2016",17.57
"CHRM",0,0,N/A,N/A,N/A,N/A,N/A,N/A,0
"AGN",35.66,11148353,4305050,363797000,199.98,199.37,191.78,"11/18/2016",218.86
"XTLY",-0.84,271252,296100,17435000,14.10,14.15,14.65,"11/18/2016",13.53
"LIND",0.28,91551,82002,17245000,9.70,9.72,9.85,"11/18/2016",8.65
"DLR-PE",N/A,0,N/A,N/A,25.38,N/A,25.38,"8/15/2016",0.00
"CABO",17.35,32395,40877,4704000,590.29,588.16,584.74,"11/18/2016",581.25
"XJOXOR-A",N/A,6333,N/A,N/A,1.84,1.86,1.84,"8/2/2016",N/A
"ZPLKRA-A",N/A,0,N/A,N/A,1.85,N/A,1.85,"6/28/2013",N/A
"MDGS",-1.65,22629,64466,2610000,1.10,1.05,1.04,"11/18/2016",1.20
"INN-PA",1.738,0,N/A,85936000,25.365,N/A,25.365,"10/26/2016",0.000
"INN-PC",1.8770,2920,N/A,85936000,25.7089,25.3500,25.3298,"11/18/2016",0.0000
"CCP",1.41,414085,625588,83430000,23.57,23.60,23.64,"11/18/2016",25.89
"UFAB",0.47,8979,14006,6673000,14.79,14.70,14.70,"11/18/2016",12.77
"SPNE",-4.22,121597,24857,5456000,7.03,6.72,7.02,"11/18/2016",9.49
"TOR",-1.60,0,18308,N/A,N/A,N/A,N/A,"3/4/2016",0.40
"FOGO",1.03,52129,58352,5535000,14.00,14.00,14.00,"11/18/2016",11.69
"IVR-PA",0.5160,4746,N/A,104678000,24.4600,24.9136,24.8199,"11/18/2016",0.0000
"IVR-PB",0.52,22715,N/A,104678000,24.75,24.73,24.71,"11/18/2016",0.00
"CBIO",-1.87,206287,71212,5150000,0.72,0.75,0.77,"11/18/2016",0.89
"BW",-0.96,761830,394940,44158000,15.40,15.41,15.68,"11/18/2016",15.49
"ANTX",9.38,690712,186322,N/A,45.61,45.50,45.22,"11/18/2016",43.17
