Ticker&Date,EPS,AvgV%,VF%,priceChange,50MA%,float,Title, BandWidth, BoilUpper, close, BoilLower, BoilPercent,divergence,signal,macd,divergence%,rsi,sma60,sma20,sma5,mfi,stochK,stochD,lastTradeDate
A20171017,1.4,1.06861328905,0.00532773430935,-0.00839832033593,0.0116279069767,321306000.0,0.0,4.1106,67.7778,66.1200027466,63.6672,0.596701879673,-0.0011,0.7162,0.7151,-1.66364179417e-05,54.8285,63.5118,65.7225,66.836,70.144,58.5366,72.0325,1508270481.0
AA20171017,0.88,0.985002476523,0.0229585148658,-0.0180883864337,0.0355517017126,172375000.0,0.0,4.3638,49.1164,47.7700004578,44.7526,0.691461675091,-0.1484,1.2822,1.1338,-0.00310655219966,61.4564,42.6618,46.9345,47.638,61.591,65.9243,70.315,1508270521.0
AAC20171017,-0.2,0.833725755774,0.0223645965357,-0.00501882057716,-0.198179979778,4734000.0,0.0,3.8292,11.2121,7.92999982834,7.3829,0.142875751681,-0.2382,-0.2501,-0.4883,-0.0300378316717,35.5004,9.0587,9.2975,7.966,24.8533,17.6271,22.9279,1508270521.0
AAL20171017,4.03,0.627286900857,0.00838770172088,-0.0123292867982,0.100147897739,435069000.0,0.0,9.95,54.618,52.0699996948,44.668,0.743919567319,0.2879,1.2788,1.5667,0.00552909548084,65.248,47.9385,49.643,52.504,65.9877,76.0057,80.2344,1508270401.0
AAMC20171017,-3.78,0.0584141188168,0.000321477428181,0.0,-0.049491969846,731000.0,0.0,9.6708,90.6324,87.0,80.9616,0.624395086239,0.1206,-1.6336,-1.513,0.00138620689655,48.4688,88.082,85.797,85.22,59.0586,50.1831,42.8571,1508247000.0
AAME20171016,0.11,0.0120320855615,4.6169630643e-06,-0.0149253731343,-0.00302114803625,5848000.0,0.0,,,,,,,,,,,,,,,,,
AAN20171017,1.95,0.380627156169,0.00491386632996,-0.00431344356578,-0.0214319359397,69694000.0,0.0,7.8638,46.1884,41.5499992371,38.3246,0.410157841891,-0.1451,0.111,-0.0341,-0.0034921781628,43.4224,43.239,42.2565,42.122,62.7571,1.9553,26.4777,1508270694.0
AAOI20171017,4.21,0.818125432726,0.154052365691,0.0222014489367,-0.275107722904,18409000.0,0.0,26.0914,72.2117,43.7400016785,46.1203,-0.0912292296133,-1.6185,-2.7275,-4.3459,-0.0370027420643,25.9568,66.0182,59.166,50.882,24.6151,6.2526,4.102,1508270401.0
AAON20171017,0.96,0.523681178504,0.00187448448547,-0.0131578947368,0.00746268656716,40736000.0,0.0,3.022,35.9375,33.75,32.9155,0.276141628061,-0.1633,0.4014,0.2381,-0.00483851851852,46.0041,33.4372,34.4265,34.06,47.6744,26.1992,34.1943,1508270401.0
AAP20171017,5.01,0.985541869032,0.0285746802721,0.0197962491317,-0.0787492156453,73500000.0,0.0,18.5906,103.1953,88.0899963379,84.6047,0.187476269614,-0.8478,-2.2218,-3.0696,-0.00962424832836,36.0733,98.4795,93.9,87.114,19.0899,21.7079,10.2016,1508270520.0
AAPC20171004,0.35,2.26366559486,0.00376470588235,-0.00282220131703,-0.0594498669033,187000.0,0.0,,,,,,,,,,,,,,,,,
AAPL20171017,8.81,0.694605778595,0.00377078141511,0.00431843785205,0.0183398908491,5031551000.0,0.0,9.2874,159.6817,160.470001221,150.3943,1.08487856889,0.7509,-0.4166,0.3343,0.00467937928764,63.1368,157.3123,155.038,157.978,68.4129,95.4905,92.6614,1508270401.0
AAT20171017,0.66,0.615289172114,0.00296993507894,0.00296589223925,0.00321384425216,41743000.0,0.0,1.8966,41.3598,40.5800018311,39.4632,0.588844158523,0.0497,0.1072,0.1569,0.00122474119659,50.8061,40.4002,40.4115,41.016,76.0176,51.9481,63.5746,1508270524.0
AAU20171017,-0.04,1.17483472963,0.00267390719805,0.0272727272727,-0.0504201680672,85537000.0,0.0,0.126,1.23,1.12999999523,1.104,0.206349168505,-0.0033,-0.0006,-0.0039,-0.00292035399462,43.8474,1.1657,1.167,1.162,38.5303,29.8469,45.3656,1508270400.0
AAV.TO20171017,0.31,0.804974452187,0.00235291037327,-0.0101744186047,-0.12015503876,183327000.0,0.0,1.932,8.55,6.80999994278,6.618,0.0993788523704,-0.083,-0.2198,-0.3028,-0.0121879589864,21.0257,7.9547,7.584,6.932,11.3729,4.3165,3.676,1508270400.0
AAV20171017,0.26,0.588541074232,0.000282233386244,-0.00917431192661,-0.134615384615,183327000.0,0.0,1.6714,6.9057,5.40000009537,5.2343,0.0991385038695,-0.0663,-0.1907,-0.257,-0.0122777775609,21.1127,6.355,6.07,5.53,5.0337,1.7391,5.3736,1508270524.0
AAWW20171017,2.34,0.81752180235,0.00983711815096,-0.0402788536019,-0.0657517719801,24748000.0,0.0,6.002,69.151,61.9500007629,63.149,-0.199766617304,-0.4977,0.1633,-0.3344,-0.00803389820614,36.1614,64.5338,66.15,64.71,40.9231,0.3696,17.6676,1508270401.0
AB20171017,2.18,0.685024198496,0.0016733975711,0.0,0.0351966873706,90082000.0,0.0,1.4262,25.3356,25.0,23.9094,0.764689384378,0.0363,0.2353,0.2716,0.001452,61.3644,24.1617,24.6225,25.09,61.5124,65.5173,65.5173,1508270520.0
ABAX20171017,1.42,0.847348295333,0.00436697670135,-0.00738007380074,0.00904677846425,21718000.0,0.0,3.036,46.93,45.7299995422,43.894,0.604742932225,0.0953,0.0154,0.1107,0.00208397115578,49.8019,46.0947,45.412,45.908,61.5398,57.0957,62.8328,1508270402.0
ABB20171017,1.04,0.655461263794,0.000546583735996,0.00360866078589,0.0262402624026,1783337000.0,0.0,0.8406,25.3138,25.0300006866,24.4732,0.662384828272,-0.0419,0.3114,0.2695,-0.00167399116462,62.7881,23.9383,24.8935,25.07,71.906,76.0564,79.4646,1508270520.0
ABBV20171017,4.07,0.840391639465,0.00331493203409,0.0118564057526,0.078137793894,1592931000.0,0.0,8.5404,93.6242,92.1699981689,85.0838,0.829726730475,-0.2874,2.9301,2.6427,-0.00311815130422,69.4115,79.9307,89.354,91.536,66.9148,90.4687,84.4025,1508270420.0
