Ticker&Date,EPS,AvgV%,VF%,priceChange,50MA%,float,Title, BandWidth, BoilUpper, close, BoilLower, BoilPercent,divergence,signal,macd,divergence%,rsi,sma60,sma20,sma5,mfi,stochK,stochD,lastTradeDate
A20170817,1.78,1.72018353131,0.0108924177619,-0.0183870967742,0.0111314171789,321475000.0,0.0,3.2394,61.8267,60.8600006104,58.5873,0.701580728021,0.0881,-0.0279,0.0602,0.00144758460592,54.4077,60.0657,60.207,60.266,54.3849,62.8572,66.0732,1503000076.0
AA-PB20161031,-1.03,0.105712087501,6.24768037753e-05,0.00292112950341,-0.200930954228,406855000.0,0.0,,,,,,,,,,,,,,,,,
AA20170817,0.88,0.939576646036,0.0191377113851,-0.0307692307692,0.044776119403,172375000.0,0.0,3.843,39.2855,37.7999992371,35.4425,0.613452832959,-0.0731,0.9165,0.8434,-0.00193386247289,55.6529,34.5418,37.364,37.9,67.1593,45.4545,54.2086,1503000036.0
AAC20170817,-0.2,0.976764566168,0.0252084125978,0.0126874279123,0.23141654979,4731000.0,0.0,4.0794,9.5742,8.77999973297,5.4948,0.805314441577,0.1456,0.4296,0.5752,0.0165831440123,69.584,6.9453,7.5345,8.778,73.5238,86.1111,85.0823,1503000123.0
AAL20170817,4.03,1.89783530409,0.023684117739,-0.0460103626943,-0.0976279160949,435064000.0,0.0,5.3978,52.5614,46.0299987793,47.1636,-0.210011712309,-0.4102,-0.4744,-0.8846,-0.00891157964107,26.4109,50.1495,49.8625,48.024,31.8327,3.7873,16.2478,1503000001.0
AAMC20170817,-3.36,0.645409950946,0.00452024539877,0.0106737825217,-0.144551101073,815000.0,0.0,31.4804,101.1727,75.75,69.6923,0.19242766928,-1.5083,-2.9533,-4.4616,-0.0199115511551,29.8903,88.4637,85.4325,74.21,44.9801,25.5556,20.7408,1502999121.0
AAME20170817,0.05,0.0900302114804,2.56366139023e-05,0.0,-0.0336134453782,5812000.0,0.0,0.5034,3.7472,3.45000004768,3.2438,0.409614715303,-0.0102,-0.0669,-0.077,-0.00295652169827,46.5154,3.6308,3.4955,3.322,29.9044,55.5555,41.4814,1502977708.0
AAN20170817,1.95,1.15902720135,0.0136052722211,-0.0327394209354,0.0422366210703,69686000.0,0.0,10.213,49.3415,43.4300003052,39.1285,0.421178919532,-0.3282,1.6466,1.3184,-0.00755698820386,51.181,40.3745,44.235,44.898,40.3098,0.8282,33.8571,1503000123.0
AAOI20170817,4.21,0.526272820281,0.111223773564,-0.00753846153846,-0.173584422239,18407000.0,0.0,59.7596,111.5768,64.5100021362,51.8172,0.212397709092,-2.7145,-1.2912,-4.0058,-0.0420787460876,38.6755,73.2723,81.697,66.648,55.3308,3.9426,8.0153,1503000001.0
AAON20170817,0.96,1.33172998893,0.00443201571323,-0.0186046511628,-0.108952702703,40730000.0,0.0,4.728,36.394,31.6499996185,31.666,-0.00338417543776,-0.1872,-0.8062,-0.9934,-0.00591469201442,27.1055,35.9612,34.03,32.71,26.9033,30.9091,41.8182,1503000001.0
